BINARY is www.genomic-cds.org/ont/genomic-cds.# ObjectProperty
BINARY SubClassOf C3534585 C3714514
BINARY is C3534586 Class
BINARY SubClassOf C3534586 C0043251,
BINARY SubClassOf C3534586 C1456595
BINARY is C3534587 Class
BINARY SubClassOf C3534587 C1456595
BINARY is C3534588 Class
BINARY SubClassOf C3534588 C2362498,
BINARY SubClassOf C3534588 C2362500
BINARY is C3534589 Class
BINARY SubClassOf C3534589 C0025266,
BINARY SubClassOf C3534589 C0043210,
BINARY SubClassOf C3534589 C0700038,
BINARY SubClassOf C3534589 C1456602,
BINARY SubClassOf C3534589 C1963704,
BINARY SubClassOf C3534589 C2362503
BINARY is C3534590 Class
BINARY SubClassOf C3534590 C0150934
BINARY is C3534591 Class
BINARY SubClassOf C3534591 C0011849,
BINARY SubClassOf C3534591 C0014136,
BINARY SubClassOf C3534591 C2362499
BINARY is C3534592 Class
BINARY SubClassOf C3534592 C0011849,
BINARY SubClassOf C3534592 C0014136,
BINARY SubClassOf C3534592 C2362498
BINARY is C3541459 Class
BINARY is C3665420 Class
BINARY is C3665472 Class
BINARY SubClassOf C3665472 C0006826,
BINARY SubClassOf C3665472 C0013216
BINARY is C3665596 Class
BINARY SubClassOf C3665596 C1456601,
BINARY SubClassOf C3665596 C3714514
BINARY is C3714509 Class
BINARY is C3714514 Class
BINARY SubClassOf C3714514 C1456590,
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3714605 Class
BINARY is C3714622 Class
BINARY SubClassOf C3714622 C0043251,
BINARY SubClassOf C3714622 C1456595,
BINARY SubClassOf C3714622 C1456600
BINARY is C3813607 Class
BINARY SubClassOf C3813607 C0012240,
BINARY SubClassOf C3813607 C2362498
BINARY is C3849993 Class
BINARY SubClassOf C3849993 C0740858,
BINARY SubClassOf C3849993 C1456599
BINARY is C3850015 Class
BINARY is C3873487 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3887499 Class
BINARY SubClassOf C3887499 C1456596
BINARY is C3887513 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C3890422 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4042873 Class
BINARY is C4042876 Class
BINARY SubClassOf C4042876 C0043210,
BINARY SubClassOf C4042876 C0043251,
BINARY SubClassOf C4042876 C1456611
BINARY is C4042891 Class
BINARY is C4042901 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4048294 Class
BINARY SubClassOf C4048294 C1456602,
BINARY SubClassOf C4048294 C2362498
BINARY is C4048328 Class
BINARY SubClassOf C4048328 C0006826,
BINARY SubClassOf C4048328 C0043210,
BINARY SubClassOf C4048328 C0700038
BINARY is C4053456 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4053457 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4053460 Class
BINARY SubClassOf C4053460 C1257890
BINARY is C4053461 Class
BINARY SubClassOf C4053461 C1456609,
BINARY SubClassOf C4053461 C1456846
BINARY is C4074771 Class
BINARY SubClassOf C4074771 C0025266,
BINARY SubClassOf C4074771 C0043210,
BINARY SubClassOf C4074771 C0700038,
BINARY SubClassOf C4074771 C1456602,
BINARY SubClassOf C4074771 C1963704
BINARY is C4083280 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4277550 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4277672 Class
BINARY is C4290000 Class
BINARY SubClassOf C4290000 C2362498,
BINARY SubClassOf C4290000 C2362500,
BINARY SubClassOf C4290000 C3714514
BINARY is C4291680 Class
BINARY SubClassOf C4291680 C1456601
BINARY is C4316784 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4324621 Class
BINARY SubClassOf C4324621 C0740858
BINARY is C4476470 Class
BINARY is C4505138 Class
BINARY is C4520766 Class
BINARY SubClassOf C4520766 C0043251,
BINARY SubClassOf C4520766 C1456601
BINARY is C4520844 Class
BINARY SubClassOf C4520844 C2362498
BINARY is C4529957 Class
BINARY SubClassOf C4529957 C1456609,
BINARY SubClassOf C4529957 C1456706
BINARY is C4529958 Class
BINARY SubClassOf C4529958 C2362499
BINARY is C4529959 Class
BINARY SubClassOf C4529959 C1456609,
BINARY SubClassOf C4529959 C1456706
BINARY is C4529960 Class
BINARY SubClassOf C4529960 C2362499
BINARY is C4529961 Class
BINARY SubClassOf C4529961 C2362500
BINARY is C4529963 Class
BINARY SubClassOf C4529963 C0012240,
BINARY SubClassOf C4529963 C2362498
BINARY is C4529964 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4529965 Class
BINARY SubClassOf C4529965 C1456609,
BINARY SubClassOf C4529965 C1456706
BINARY is C4529966 Class
BINARY SubClassOf C4529966 C1456595
BINARY is C4529967 Class
BINARY SubClassOf C4529967 C0740858
BINARY is C4529970 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4529971 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C4551529 Class
BINARY SubClassOf C4551529 C1456596
BINARY is C4551687 Class
BINARY SubClassOf C4551687 C0006826
BINARY is C4552766 Class
BINARY SubClassOf C4552766 C0043210,
BINARY SubClassOf C4552766 C0700038,
BINARY SubClassOf C4552766 C1456602
BINARY is C4554531 Class
BINARY SubClassOf C4554531 C1456601
BINARY is C4721453 Class
BINARY SubClassOf C4721453 C2362500
BINARY is C4735566 Class
BINARY SubClassOf C4735566 C1832070,
BINARY SubClassOf C4735566 C2362498
BINARY is C4735567 Class
BINARY SubClassOf C4735567 C2362498,
BINARY SubClassOf C4735567 C2362499,
BINARY SubClassOf C4735567 C2362501
BINARY is C4735568 Class
BINARY SubClassOf C4735568 C0740858
BINARY is C4735569 Class
BINARY SubClassOf C4735569 C0700038,
BINARY SubClassOf C4735569 C0740858,
BINARY SubClassOf C4735569 C1456602
BINARY is C4735571 Class
BINARY SubClassOf C4735571 C0740858
BINARY is C4735572 Class
BINARY SubClassOf C4735572 C1456846
BINARY is C4735573 Class
BINARY SubClassOf C4735573 C2362499,
BINARY SubClassOf C4735573 C2362501
BINARY is C4735574 Class
BINARY SubClassOf C4735574 C2362499,
BINARY SubClassOf C4735574 C2362501
BINARY is C4735575 Class
BINARY SubClassOf C4735575 C2362499,
BINARY SubClassOf C4735575 C2362501
BINARY is C4735576 Class
BINARY SubClassOf C4735576 C2362499,
BINARY SubClassOf C4735576 C2362501
BINARY is C4735577 Class
BINARY SubClassOf C4735577 C2362499,
BINARY SubClassOf C4735577 C2362501
BINARY is C5203670 Class
BINARY SubClassOf C5203670 C1456599,
BINARY SubClassOf C5203670 C3714514
BINARY is C5209210 Class
BINARY SubClassOf C5209210 C1456611,
BINARY SubClassOf C5209210 C2362498
BINARY is C5209211 Class
BINARY SubClassOf C5209211 C0740858
BINARY is C5209212 Class
BINARY SubClassOf C5209212 C0001792,
BINARY SubClassOf C5209212 C2362501
BINARY is C5234922 Class
BINARY SubClassOf C5234922 C2362499,
BINARY SubClassOf C5234922 C2362500
BINARY is C5244026 Class
BINARY SubClassOf C5244026 C0086143
BINARY is C5387588 Class
BINARY SubClassOf C5387588 C0020962,
BINARY SubClassOf C5387588 C3714514
BINARY is C5392920 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C5400798 Class
BINARY SubClassOf C5400798 C0013216,
BINARY SubClassOf C5400798 C0020962,
BINARY SubClassOf C5400798 C3714514
BINARY is C5421784 Class
BINARY SubClassOf C5421784 C1257890
BINARY is C5421785 Class
BINARY SubClassOf C5421785 C1257890
BINARY is C5421786 Class
BINARY SubClassOf C5421786 C1456611
BINARY is C5421787 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C5421788 Class
BINARY SubClassOf C5421788 C2362502,
BINARY SubClassOf C5421788 C3714514
BINARY is C5421790 Class
BINARY SubClassOf C5421790 C1832070
BINARY is C5421792 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C5421794 Class
BINARY SubClassOf C5421794 C0001792,
BINARY SubClassOf C5421794 C1832070
BINARY is C5421796 Class
BINARY SubClassOf C5421796 C0020962,
BINARY SubClassOf C5421796 C2362502,
BINARY SubClassOf C5421796 C3714514
BINARY is C5441680 Class
BINARY is C5574708 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C5706079 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C5706080 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is C5706081 Class
BINARY SubClassOf C5706081 C3714514
BINARY is C5779628 Class
BINARY SubClassOf C5779628 C1456601
BINARY is C5848305 Class
BINARY SubClassOf C5848305 C0012240,
BINARY SubClassOf C5848305 C1456601
BINARY is T001 Class
BINARY SubClassOf T001 T072
BINARY is T002 Class
BINARY SubClassOf T002 T204
BINARY is T004 Class
BINARY SubClassOf T004 T204
BINARY is T005 Class
BINARY SubClassOf T005 T001
BINARY is T007 Class
BINARY SubClassOf T007 T001
BINARY is T008 Class
BINARY SubClassOf T008 T204
BINARY is T010 Class
BINARY SubClassOf T010 T008
BINARY is T011 Class
BINARY SubClassOf T011 T010
BINARY is T012 Class
BINARY SubClassOf T012 T010
BINARY is T013 Class
BINARY SubClassOf T013 T010
BINARY is T014 Class
BINARY SubClassOf T014 T010
BINARY is T015 Class
BINARY SubClassOf T015 T010
BINARY is T016 Class
BINARY SubClassOf T016 T015
BINARY is T017 Class
BINARY is T019 Class
BINARY SubClassOf T019 T190
BINARY is T020 Class
BINARY SubClassOf T020 T190
BINARY is T021 Class
BINARY is T028 Class
BINARY SubClassOf T028 T021
BINARY is T030 Class
BINARY SubClassOf T030 T082
BINARY is T031 Class
BINARY SubClassOf T031 T167
BINARY is T033 Class
BINARY SubClassOf T033 T077
BINARY is T034 Class
BINARY SubClassOf T034 T033
BINARY is T038 Class
BINARY SubClassOf T038 T070
BINARY is T039 Class
BINARY is T040 Class
BINARY SubClassOf T040 T039
BINARY is T041 Class
BINARY SubClassOf T041 T040
BINARY is T043 Class
BINARY SubClassOf T043 T039
BINARY is T044 Class
BINARY SubClassOf T044 T039
BINARY is T045 Class
BINARY SubClassOf T045 T044
BINARY is T046 Class
BINARY is T047 Class
BINARY is T048 Class
BINARY SubClassOf T048 T047
BINARY is T049 Class
BINARY SubClassOf T049 T046
BINARY is T052 Class
BINARY is T053 Class
BINARY SubClassOf T053 T052
BINARY is T054 Class
BINARY SubClassOf T054 T053
BINARY is T055 Class
BINARY SubClassOf T055 T053
BINARY is T057 Class
BINARY is T058 Class
BINARY SubClassOf T058 T057
BINARY is T059 Class
BINARY SubClassOf T059 T058
BINARY is T060 Class
BINARY SubClassOf T060 T058
BINARY is T061 Class
BINARY SubClassOf T061 T058
BINARY is T062 Class
BINARY is T063 Class
BINARY SubClassOf T063 T062
BINARY is T067 Class
BINARY is T068 Class
BINARY is T069 Class
BINARY SubClassOf T069 T068
BINARY is T070 Class
BINARY SubClassOf T070 T067
BINARY is T072 Class
BINARY is T073 Class
BINARY SubClassOf T073 T072
BINARY is T074 Class
BINARY SubClassOf T074 T073
BINARY is T075 Class
BINARY SubClassOf T075 T073
BINARY is T077 Class
BINARY is T078 Class
BINARY is T079 Class
BINARY SubClassOf T079 T078
BINARY is T080 Class
BINARY SubClassOf T080 T078
BINARY is T082 Class
BINARY is T085 Class
BINARY is T087 Class
BINARY SubClassOf T087 T085
BINARY is T089 Class
BINARY SubClassOf T089 T170
BINARY is T090 Class
BINARY SubClassOf T090 T077
BINARY is T091 Class
BINARY SubClassOf T091 T090
BINARY is T096 Class
BINARY is T099 Class
BINARY SubClassOf T099 T096
BINARY is T100 Class
BINARY SubClassOf T100 T096
BINARY is T101 Class
BINARY SubClassOf T101 T096
BINARY is T102 Class
BINARY SubClassOf T102 T077
BINARY is T103 Class
BINARY SubClassOf T103 T167
BINARY is T104 Class
BINARY SubClassOf T104 T103
BINARY is T109 Class
BINARY is T114 Class
BINARY SubClassOf T114 T109
BINARY is T120 Class
BINARY SubClassOf T120 T103
BINARY is T121 Class
BINARY SubClassOf T121 T120
BINARY is T122 Class
BINARY SubClassOf T122 T120
BINARY is T123 Class
BINARY SubClassOf T123 T120
BINARY is T125 Class
BINARY SubClassOf T125 T123
BINARY is T130 Class
BINARY SubClassOf T130 T120
BINARY is T131 Class
BINARY SubClassOf T131 T120
BINARY is T167 Class
BINARY SubClassOf T167 T072
BINARY is T168 Class
BINARY SubClassOf T168 T167
BINARY is T170 Class
BINARY SubClassOf T170 T077
BINARY is T184 Class
BINARY SubClassOf T184 T033
BINARY is T185 Class
BINARY SubClassOf T185 T170
BINARY is T190 Class
BINARY SubClassOf T190 T017
BINARY is T191 Class
BINARY SubClassOf T191 T047
BINARY is T192 Class
BINARY SubClassOf T192 T123
BINARY is T194 Class
BINARY SubClassOf T194 T001
BINARY is T200 Class
BINARY SubClassOf T200 T073
BINARY is T203 Class
BINARY SubClassOf T203 T074
BINARY is T204 Class
BINARY SubClassOf T204 T001
BINARY is www.genomic-cds.org/ont/genomic-cds.# Class
BINARY is human_with_ADRB1_H2 www.genomic-cds.org/ont/genomic-cds.#
BINARY is www.genomic-cds.org/ont/genomic-cds.# Class
BINARY is www.genomic-cds.org/ont/genomic-cds.# Class
BINARY is CYP2A6_star_1A www.genomic-cds.org/ont/genomic-cds.#
BINARY is www.genomic-cds.org/ont/genomic-cds.# Class
BINARY is has_only_www.genomic-cds.org/ont/genomic-cds.# www.genomic-cds.org/ont/genomic-cds.#
BINARY is www.genomic-cds.org/ont/genomic-cds.# Class
BINARY is has_exactly_2_www.genomic-cds.org/ont/genomic-cds.# www.genomic-cds.org/ont/genomic-cds.#
BINARY is www.w3.org/2002/07/# Class
