www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
06N40Z is Class.
www.w3.org/2000/01/-schema# is Annotations.
Thing is www.w3.org/2002/07/#.
LION 0015569 is Class.
LION 0015570 is Class.
LION 0015571 is Class.
LION 0015571 SubClassOf LION 0000031.
LION 0015572 is Class.
LION 0015573 is Class.
LION 0015574 is Class.
LION 0015575 is Class.
LION 0015575 SubClassOf LION 0000031.
LION 0015588 is Class.
LION 0015602 is Class.
LION 0015603 is Class.
LION 0015604 is Class.
LION 0015607 is Class.
LION 0015611 is Class.
LION 0015613 is Class.
LION 0015614 is Class.
LION 0015616 is Class.
LION 0015617 is Class.
LION 0015620 is Class.
LION 0015623 is Class.
LION 0015637 is Class.
LION 0015647 is Class.
LION 0015655 is Class.
LION 0015676 is Class.
LION 0015683 is Class.
LION 0015692 is Class.
LION 0015694 is Class.
LION 0015715 is Class.
LION 0015716 is Class.
LION 0015717 is Class.
LION 0015718 is Class.
LION 0015719 is Class.
LION 0015720 is Class.
LION 0015728 is Class.
LION 0015729 is Class.
LION 0015730 is Class.
LION 0015731 is Class.
LION 0015732 is Class.
LION 0015734 is Class.
LION 0015742 is Class.
LION 0015743 is Class.
LION 0015744 is Class.
LION 0015745 is Class.
LION 0015746 is Class.
LION 0015747 is Class.
LION 0015748 is Class.
LION 0015752 is Class.
LION 0015752 SubClassOf LION 0000071.
LION 0015775 is Class.
LION 0015775 SubClassOf LION 0000070.
LION 0015817 is Class.
LION 0015818 is Class.
LION 0015819 is Class.
LION 0015827 is Class.
LION 0015829 is Class.
LION 0015830 is Class.
LION 0015831 is Class.
LION 0015832 is Class.
LION 0015833 is Class.
LION 0015871 is Class.
LION 0015872 is Class.
LION 0015873 is Class.
LION 0015874 is Class.
LION 0015875 is Class.
LION 0015877 is Class.
LION 0015898 is Class.
LION 0015899 is Class.
LION 0015900 is Class.
LION 0015905 is Class.
LION 0015906 is Class.
LION 0015907 is Class.
LION 0015921 is Class.
LION 0015939 is Class.
LION 0015957 is Class.
LION 0015974 is Class.
LION 0016008 is Class.
LION 0016009 is Class.
LION 0016011 is Class.
LION 0016016 is Class.
LION 0016019 is Class.
LION 0016020 is Class.
LION 0016021 is Class.
LION 0016031 is Class.
LION 0016032 is Class.
LION 0016033 is Class.
LION 0016034 is Class.
LION 0016039 is Class.
LION 0016039 SubClassOf LION 0000040.
LION 0016044 is Class.
LION 0016045 is Class.
LION 0016046 is Class.
LION 0016047 is Class.
LION 0016048 is Class.
LION 0016058 is Class.
LION 0016059 is Class.
LION 0016060 is Class.
LION 0016063 is Class.
LION 0016067 is Class.
LION 0016068 is Class.
LION 0016075 is Class.
LION 0016075 SubClassOf LION 0000040.
LION 0016113 is Class.
LION 0016163 is Class.
LION 0016165 is Class.
LION 0016165 SubClassOf LION 0000061.
LION 0016171 is Class.
LION 0016172 is Class.
LION 0016175 is Class.
LION 0016180 is Class.
LION 0016181 is Class.
LION 0016182 is Class.
LION 0016183 is Class.
LION 0016191 is Class.
LION 0016192 is Class.
LION 0016193 is Class.
LION 0016203 is Class.
LION 0016204 is Class.
LION 0016205 is Class.
LION 0016206 is Class.
LION 0016209 is Class.
LION 0016215 is Class.
LION 0016215 SubClassOf LION 0000061.
LION 0016216 is Class.
LION 0016217 is Class.
LION 0016218 is Class.
LION 0016219 is Class.
LION 0016220 is Class.
LION 0016222 is Class.
LION 0016222 SubClassOf LION 0000061.
LION 0016246 is Class.
LION 0016247 is Class.
LION 0016254 is Class.
LION 0016256 is Class.
LION 0016257 is Class.
LION 0016263 is Class.
LION 0016275 is Class.
LION 0016275 SubClassOf LION 0000061.
LION 0016332 is Class.
LION 0016343 is Class.
LION 0016356 is Class.
LION 0016358 is Class.
LION 0016359 is Class.
LION 0016360 is Class.
LION 0016361 is Class.
LION 0016363 is Class.
LION 0016370 is Class.
LION 0016371 is Class.
LION 0016372 is Class.
LION 0016373 is Class.
LION 0016382 is Class.
LION 0016383 is Class.
LION 0016384 is Class.
LION 0016385 is Class.
LION 0016386 is Class.
LION 0016396 is Class.
LION 0016397 is Class.
LION 0016398 is Class.
LION 0016399 is Class.
LION 0016400 is Class.
LION 0016401 is Class.
LION 0016470 is Class.
LION 0016543 is Class.
LION 0016550 is Class.
LION 0016551 is Class.
LION 0016552 is Class.
LION 0016560 is Class.
LION 0016573 is Class.
LION 0016583 is Class.
LION 0016584 is Class.
LION 0016585 is Class.
LION 0016586 is Class.
LION 0016587 is Class.
LION 0016595 is Class.
LION 0016595 SubClassOf LION 0000048.
LION 0016597 is Class.
LION 0016598 is Class.
LION 0016599 is Class.
LION 0016600 is Class.
LION 0016601 is Class.
LION 0016602 is Class.
LION 0016603 is Class.
LION 0016617 is Class.
LION 0016639 is Class.
LION 0016639 SubClassOf LION 0000049.
LION 0016642 is Class.
LION 0016644 is Class.
LION 0016645 is Class.
LION 0016651 is Class.
LION 0016652 is Class.
LION 0016660 is Class.
LION 0016662 is Class.
LION 0016663 is Class.
LION 0016663 SubClassOf LION 0000049.
LION 0016664 is Class.
LION 0016666 is Class.
LION 0016666 SubClassOf LION 0000049.
LION 0016674 is Class.
LION 0016675 is Class.
LION 0016675 SubClassOf LION 0000049.
LION 0016676 is Class.
LION 0016677 is Class.
LION 0016694 is Class.
LION 0016704 is Class.
LION 0016710 is Class.
LION 0016711 is Class.
LION 0016718 is Class.
LION 0016753 is Class.
LION 0016753 SubClassOf LION 0000049.
LION 0016754 is Class.
LION 0016757 is Class.
LION 0016760 is Class.
LION 0016760 SubClassOf LION 0000049.
LION 0016761 is Class.
LION 0016770 is Class.
LION 0016771 is Class.
LION 0016833 is Class.
LION 0016845 is Class.
LION 0016845 SubClassOf LION 0000055.
LION 0016864 is Class.
LION 0016865 is Class.
LION 0016865 SubClassOf LION 0000055.
LION 0016869 is Class.
LION 0016869 SubClassOf LION 0000055.
LION 0016873 is Class.
LION 0016874 is Class.
LION 0016884 is Class.
LION 0016885 is Class.
LION 0016886 is Class.
LION 0016896 is Class.
LION 0016897 is Class.
LION 0016898 is Class.
LION 0016899 is Class.
LION 0016905 is Class.
LION 0016905 SubClassOf LION 0000055.
LION 0016909 is Class.
LION 0016909 SubClassOf LION 0000055.
LION 0016910 is Class.
LION 0016911 is Class.
LION 0016912 is Class.
LION 0016913 is Class.
LION 0016915 is Class.
LION 0016915 SubClassOf LION 0000055.
LION 0016923 is Class.
LION 0016924 is Class.
LION 0016925 is Class.
LION 0016926 is Class.
LION 0016927 is Class.
LION 0016927 SubClassOf LION 0000055.
LION 0016928 is Class.
LION 0016936 is Class.
LION 0016950 is Class.
LION 0016950 SubClassOf LION 0000054.
LION 0017006 is Class.
LION 0017030 is Class.
LION 0017061 is Class.
LION 0017069 is Class.
LION 0017070 is Class.
LION 0017076 is Class.
LION 0017105 is Class.
LION 0017110 is Class.
LION 0017111 is Class.
LION 0017112 is Class.
LION 0017113 is Class.
LION 0017114 is Class.
LION 0017118 is Class.
LION 0017175 is Class.
LION 0017175 SubClassOf LION 0001332.
LION 0017176 is Class.
LION 0017176 SubClassOf LION 0001332.
LION 0017177 is Class.
LION 0017177 SubClassOf LION 0001332.
LION 0017545 is Class.
LION 0017545 SubClassOf LION 0001412.
LION 0017546 is Class.
LION 0017546 SubClassOf LION 0001412.
LION 0017563 is Class.
LION 0017563 SubClassOf LION 0001412.
LION 0017564 is Class.
LION 0017564 SubClassOf LION 0001412.
LION 0017750 is Class.
LION 0017750 SubClassOf LION 0001465.
LION 0017751 is Class.
LION 0017751 SubClassOf LION 0001465.
LION 0017752 is Class.
LION 0017752 SubClassOf LION 0001465.
LION 0018115 is Class.
LION 0018115 SubClassOf LION 0015376.
LION 0018434 is Class.
LION 0018434 SubClassOf LION 0015423.
LION 0018448 is Class.
LION 0018448 SubClassOf LION 0015454.
LION 0018449 is Class.
LION 0018449 SubClassOf LION 0015454.
LION 0018450 is Class.
LION 0018450 SubClassOf LION 0015454.
LION 0018451 is Class.
LION 0018451 SubClassOf LION 0015454.
LION 0018452 is Class.
LION 0018452 SubClassOf LION 0015454.
LION 0018533 is Class.
LION 0018533 SubClassOf LION 0015512.
LION 0018534 is Class.
LION 0018534 SubClassOf LION 0015512.
LION 0018608 is Class.
LION 0018608 SubClassOf LION 0015571.
LION 0018616 is Class.
LION 0018616 SubClassOf LION 0015575.
LION 0018617 is Class.
LION 0018617 SubClassOf LION 0015575.
LION 0019077 is Class.
LION 0019077 SubClassOf LION 0015775.
LION 0019570 is Class.
LION 0019570 SubClassOf LION 0016039.
LION 0019728 is Class.
LION 0019728 SubClassOf LION 0016075.
LION 0019729 is Class.
LION 0019729 SubClassOf LION 0016075.
LION 0019813 is Class.
LION 0019813 SubClassOf LION 0016165.
LION 0019814 is Class.
LION 0019814 SubClassOf LION 0016165.
LION 0020033 is Class.
LION 0020033 SubClassOf LION 0016215.
LION 0020090 is Class.
LION 0020090 SubClassOf LION 0016222.
LION 0020740 is Class.
LION 0020740 SubClassOf LION 0016595.
LION 0020890 is Class.
LION 0020890 SubClassOf LION 0016639.
LION 0020891 is Class.
LION 0020891 SubClassOf LION 0016639.
LION 0020955 is Class.
LION 0020955 SubClassOf LION 0016663.
LION 0020956 is Class.
LION 0020956 SubClassOf LION 0016663.
LION 0021006 is Class.
LION 0021006 SubClassOf LION 0016666.
LION 0021007 is Class.
LION 0021007 SubClassOf LION 0016666.
LION 0021008 is Class.
LION 0021008 SubClassOf LION 0016666.
LION 0021012 is Class.
LION 0021012 SubClassOf LION 0016666.
LION 0021013 is Class.
LION 0021013 SubClassOf LION 0016666.
LION 0021018 is Class.
LION 0021018 SubClassOf LION 0016666.
LION 0021098 is Class.
LION 0021098 SubClassOf LION 0016675.
LION 0021099 is Class.
LION 0021099 SubClassOf LION 0016675.
LION 0021105 is Class.
LION 0021105 SubClassOf LION 0016675.
LION 0021106 is Class.
LION 0021106 SubClassOf LION 0016675.
LION 0021211 is Class.
LION 0021211 SubClassOf LION 0016753.
LION 0021214 is Class.
LION 0021214 SubClassOf LION 0016760.
LION 0021215 is Class.
LION 0021215 SubClassOf LION 0016760.
LION 0021216 is Class.
LION 0021216 SubClassOf LION 0016760.
LION 0021279 is Class.
LION 0021279 SubClassOf LION 0016845.
LION 0021283 is Class.
LION 0021283 SubClassOf LION 0016845.
LION 0021388 is Class.
LION 0021388 SubClassOf LION 0016865.
LION 0021393 is Class.
LION 0021393 SubClassOf LION 0016865.
LION 0021394 is Class.
LION 0021394 SubClassOf LION 0016865.
LION 0021410 is Class.
LION 0021410 SubClassOf LION 0016869.
LION 0021692 is Class.
LION 0021692 SubClassOf LION 0016905.
LION 0021703 is Class.
LION 0021703 SubClassOf LION 0016909.
LION 0021704 is Class.
LION 0021704 SubClassOf LION 0016909.
LION 0021720 is Class.
LION 0021720 SubClassOf LION 0016915.
LION 0021783 is Class.
LION 0021783 SubClassOf LION 0016927.
LION 0021785 is Class.
LION 0021785 SubClassOf LION 0016927.
LION 0021836 is Class.
LION 0021836 SubClassOf LION 0016950.
LION 0022075 is Class.
LION 0022075 SubClassOf LION 0000728.
LION 0022095 is Class.
LION 0022095 SubClassOf LION 0000728.
LION 0022101 is Class.
LION 0022101 SubClassOf LION 0000728.
LION 0022112 is Class.
LION 0022112 SubClassOf LION 0000728.
LION 0022118 is Class.
LION 0022118 SubClassOf LION 0000728.
LION 0022178 is Class.
LION 0022178 SubClassOf LION 0000728.
LION 0022185 is Class.
LION 0022185 SubClassOf LION 0000728.
LION 0022195 is Class.
LION 0022195 SubClassOf LION 0000728.
LION 0022213 is Class.
LION 0022213 SubClassOf LION 0000728.
LION 0022222 is Class.
LION 0022222 SubClassOf LION 0000728.
LION 0022223 is Class.
LION 0022229 is Class.
LION 0022230 is Class.
LION 0022230 SubClassOf CAT 0000100,.
LION 0022230 SubClassOf LION 0002954,.
LION 0022230 SubClassOf LION 0002969.
LION 0022231 is Class.
LION 0022234 is Class.
LION 0022236 is Class.
LION 0022241 is Class.
LION 0022241 SubClassOf CAT 0000100,.
LION 0022241 SubClassOf LION 0002958,.
LION 0022241 SubClassOf LION 0002968.
LION 0022242 is Class.
LION 0022245 is Class.
LION 0022245 SubClassOf CAT 0000100,.
LION 0022245 SubClassOf LION 0002958,.
LION 0022245 SubClassOf LION 0002970.
LION 0022247 is Class.
LION 0022258 is Class.
LION 0022258 SubClassOf LION 0022230.
LION 0022260 is Class.
LION 0022260 SubClassOf LION 0001742,.
LION 0022260 SubClassOf LION 0022234.
LION 0022261 is Class.
LION 0022262 is Class.
LION 0022262 SubClassOf CAT 0000100,.
LION 0022262 SubClassOf LION 0002960,.
LION 0022262 SubClassOf LION 0002969.
LION 0022263 is Class.
LION 0022263 SubClassOf CAT 0000100,.
LION 0022263 SubClassOf LION 0002960,.
LION 0022263 SubClassOf LION 0002970.
LION 0022264 is Class.
LION 0022265 is Class.
LION 0022265 SubClassOf CAT 0000100,.
LION 0022265 SubClassOf LION 0002960,.
LION 0022265 SubClassOf LION 0002972.
LION 0022266 is Class.
LION 0022266 SubClassOf CAT 0000100,.
LION 0022266 SubClassOf LION 0002962,.
LION 0022266 SubClassOf LION 0002968.
LION 0022267 is Class.
LION 0022268 is Class.
LION 0022269 is Class.
LION 0022269 SubClassOf CAT 0000100,.
LION 0022269 SubClassOf LION 0002962,.
LION 0022269 SubClassOf LION 0002971.
LION 0022270 is Class.
LION 0022271 is Class.
LION 0022272 is Class.
LION 0022272 SubClassOf LION 0002964.
LION 0022273 is Class.
LION 0022273 SubClassOf LION 0002964.
LION 0022274 is Class.
LION 0022274 SubClassOf LION 0002964.
LION 0022275 is Class.
LION 0022275 SubClassOf CAT 0000100,.
LION 0022275 SubClassOf LION 0002964,.
LION 0022275 SubClassOf LION 0002971.
LION 0022276 is Class.
LION 0022276 SubClassOf LION 0002964.
LION 0022277 is Class.
LION 0022277 SubClassOf LION 0002964.
LION 0022278 is Class.
LION 0022278 SubClassOf LION 0002964.
LION 0022279 is Class.
LION 0022279 SubClassOf LION 0002964.
LION 0022281 is Class.
LION 0022281 SubClassOf LION 0022241.
LION 0022283 is Class.
LION 0022283 SubClassOf LION 0022245.
LION 0022285 is Class.
LION 0022285 SubClassOf LION 0001742,.
LION 0022285 SubClassOf LION 0022261.
LION 0022286 is Class.
LION 0022286 SubClassOf LION 0022262.
LION 0022287 is Class.
LION 0022287 SubClassOf LION 0022263.
LION 0022289 is Class.
LION 0022289 SubClassOf LION 0022265.
LION 0022290 is Class.
LION 0022290 SubClassOf LION 0022266.
LION 0022293 is Class.
LION 0022293 SubClassOf LION 0022269.
LION 0022295 is Class.
LION 0022295 SubClassOf LION 0001742,.
LION 0022295 SubClassOf LION 0022271.
LION 0022299 is Class.
LION 0022299 SubClassOf LION 0001742,.
LION 0022299 SubClassOf LION 0022275.
LION 0022306 is Class.
LION 0022306 SubClassOf LION 0022230.
LION 0022310 is Class.
LION 0022310 SubClassOf LION 0022241.
LION 0022312 is Class.
LION 0022312 SubClassOf LION 0022245.
LION 0022315 is Class.
LION 0022315 SubClassOf LION 0000072,.
LION 0022315 SubClassOf LION 0022262.
LION 0022316 is Class.
LION 0022316 SubClassOf LION 0000072,.
LION 0022316 SubClassOf LION 0022263.
LION 0022318 is Class.
LION 0022318 SubClassOf LION 0022265.
LION 0022319 is Class.
LION 0022319 SubClassOf LION 0022266.
LION 0022322 is Class.
LION 0022322 SubClassOf LION 0022269.
LION 0022328 is Class.
LION 0022328 SubClassOf LION 0000072,.
LION 0022328 SubClassOf LION 0022275.
LION 0022335 is Class.
LION 0022335 SubClassOf LION 0022230.
LION 0022347 is Class.
LION 0022347 SubClassOf LION 0022241.
LION 0022355 is Class.
LION 0022355 SubClassOf LION 0000034,.
LION 0022355 SubClassOf LION 0022242.
LION 0022356 is Class.
LION 0022356 SubClassOf LION 0000034,.
LION 0022356 SubClassOf LION 0022245.
LION 0022370 is Class.
LION 0022370 SubClassOf LION 0000034,.
LION 0022370 SubClassOf LION 0022262.
LION 0022375 is Class.
LION 0022375 SubClassOf LION 0000034,.
LION 0022375 SubClassOf LION 0022263.
LION 0022381 is Class.
LION 0022381 SubClassOf LION 0022265.
LION 0022385 is Class.
LION 0022385 SubClassOf LION 0000034,.
LION 0022385 SubClassOf LION 0022266.
LION 0022393 is Class.
LION 0022393 SubClassOf LION 0022269.
LION 0022405 is Class.
LION 0022405 SubClassOf LION 0000034,.
LION 0022405 SubClassOf LION 0022272.
LION 0022412 is Class.
LION 0022412 SubClassOf LION 0000034,.
LION 0022412 SubClassOf LION 0022275.
LION 0022415 is Class.
LION 0022415 SubClassOf LION 0000034,.
LION 0022415 SubClassOf LION 0022278.
LION 0022429 is Class.
LION 0022429 SubClassOf LION 0022230.
LION 0022435 is Class.
LION 0022435 SubClassOf LION 0000042,.
LION 0022435 SubClassOf LION 0022234.
LION 0022441 is Class.
LION 0022441 SubClassOf LION 0022241.
LION 0022455 is Class.
LION 0022455 SubClassOf LION 0022245.
LION 0022466 is Class.
LION 0022466 SubClassOf LION 0022262.
LION 0022471 is Class.
LION 0022471 SubClassOf LION 0022263.
LION 0022473 is Class.
LION 0022473 SubClassOf LION 0000042,.
LION 0022473 SubClassOf LION 0022264.
LION 0022474 is Class.
LION 0022474 SubClassOf LION 0022265.
LION 0022477 is Class.
LION 0022477 SubClassOf LION 0022266.
LION 0022483 is Class.
LION 0022483 SubClassOf LION 0022269.
LION 0022487 is Class.
LION 0022487 SubClassOf LION 0000042,.
LION 0022487 SubClassOf LION 0022271.
LION 0022498 is Class.
LION 0022498 SubClassOf LION 0000042,.
LION 0022498 SubClassOf LION 0022275.
LION 0022520 is Class.
LION 0022520 SubClassOf LION 0022230.
LION 0022524 is Class.
LION 0022524 SubClassOf LION 0000063,.
LION 0022524 SubClassOf LION 0022231.
LION 0022532 is Class.
LION 0022532 SubClassOf LION 0022241.
LION 0022536 is Class.
LION 0022536 SubClassOf LION 0022245.
LION 0022546 is Class.
LION 0022546 SubClassOf LION 0022262.
LION 0022553 is Class.
LION 0022553 SubClassOf LION 0022263.
LION 0022559 is Class.
LION 0022559 SubClassOf LION 0022265.
LION 0022560 is Class.
LION 0022560 SubClassOf LION 0000063,.
LION 0022560 SubClassOf LION 0022266.
LION 0022565 is Class.
LION 0022565 SubClassOf LION 0000063,.
LION 0022565 SubClassOf LION 0022269.
LION 0022575 is Class.
LION 0022575 SubClassOf LION 0000063,.
LION 0022575 SubClassOf LION 0022273.
LION 0022579 is Class.
LION 0022579 SubClassOf LION 0000063,.
LION 0022579 SubClassOf LION 0022275.
LION 0022597 is Class.
LION 0022597 SubClassOf LION 0022230.
LION 0022600 is Class.
LION 0022600 SubClassOf LION 0000046,.
LION 0022600 SubClassOf LION 0022236.
LION 0022601 is Class.
LION 0022601 SubClassOf LION 0022241.
LION 0022603 is Class.
LION 0022603 SubClassOf LION 0022245.
LION 0022605 is Class.
LION 0022605 SubClassOf LION 0000046,.
LION 0022605 SubClassOf LION 0022261.
LION 0022606 is Class.
LION 0022606 SubClassOf LION 0022262.
LION 0022607 is Class.
LION 0022607 SubClassOf LION 0022263.
LION 0022609 is Class.
LION 0022609 SubClassOf LION 0022265.
LION 0022610 is Class.
LION 0022610 SubClassOf LION 0022266.
LION 0022611 is Class.
LION 0022611 SubClassOf LION 0000046,.
LION 0022611 SubClassOf LION 0022267.
LION 0022613 is Class.
LION 0022613 SubClassOf LION 0022269.
LION 0022615 is Class.
LION 0022615 SubClassOf LION 0000046,.
LION 0022615 SubClassOf LION 0022271.
LION 0022619 is Class.
LION 0022619 SubClassOf LION 0000046,.
LION 0022619 SubClassOf LION 0022275.
LION 0022625 is Class.
LION 0022625 SubClassOf LION 0000056,.
LION 0022625 SubClassOf LION 0022229.
LION 0022626 is Class.
LION 0022626 SubClassOf LION 0022230.
LION 0022628 is Class.
LION 0022628 SubClassOf LION 0000056,.
LION 0022628 SubClassOf LION 0022234.
LION 0022630 is Class.
LION 0022630 SubClassOf LION 0000056,.
LION 0022630 SubClassOf LION 0022241.
LION 0022632 is Class.
LION 0022632 SubClassOf LION 0022245.
LION 0022635 is Class.
LION 0022635 SubClassOf LION 0022262.
LION 0022636 is Class.
LION 0022636 SubClassOf LION 0000056,.
LION 0022636 SubClassOf LION 0022263.
LION 0022638 is Class.
LION 0022638 SubClassOf LION 0022265.
LION 0022639 is Class.
LION 0022639 SubClassOf LION 0022266.
LION 0022642 is Class.
LION 0022642 SubClassOf LION 0022269.
LION 0022644 is Class.
LION 0022644 SubClassOf LION 0000056,.
LION 0022644 SubClassOf LION 0022271.
LION 0022645 is Class.
LION 0022645 SubClassOf LION 0000056,.
LION 0022645 SubClassOf LION 0022272.
LION 0022648 is Class.
