double is Datatype.
ito is ObjectProperty.
CHEBI 94449 is Class.
CHEBI 9445 is Class.
CHEBI 94484 is Class.
CHEBI 9449 is Class.
CHEBI 94514 is Class.
CHEBI 9453 is Class.
CHEBI 94563 is Class.
CHEBI 9467 is Class.
CHEBI 9468 is Class.
CHEBI 9544 is Class.
CHEBI 9566 is Class.
CHEBI 9571 is Class.
CHEBI 9587 is Class.
CHEBI 9588 is Class.
CHEBI 9648 is Class.
CHEBI 9649 is Class.
CHEBI 9661 is Class.
CHEBI 9667 is Class.
CHEBI 9679 is Class.
CHEBI 9701 is Class.
CHEBI 9711 is Class.
CHEBI 9720 is Class.
CHEBI 9741 is Class.
CHEBI 9754 is Class.
CHEBI 9937 is Class.
CHEBI 9943 is Class.
CHEBI 9948 is Class.
CHEBI 9985 is Class.
DRON 00000001 is Class.
DRON 00000005 is Class.
DRON 00000006 is Class.
DRON 00000008 is Class.
DRON 00000008 SubClassOf DRON 00000006.
DRON 00000021 is Class.
has proper part some is DRON 00000008 and (BFO 0000053 some DRON 00000001) and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028))).
has proper part some SubClassOf DRON 00000005,.
has proper part some SubClassOf DRON 00000008.
DRON 00000025 is Class.
DRON 00000025 SubClassOf DRON 00000001.
DRON 00000028 is Class.
DRON 00000029 is Class.
DRON 00000029 SubClassOf DRON 00000030.
DRON 00000030 is Class.
DRON 00000031 is Class.
DRON 00000031 SubClassOf OGMS 0000090,.
DRON 00000031 SubClassOf OGMS 0000090 and (RO 0000057 some DRON 00000005) and (RO 0000057 some OBI 0100026).
DRON 00000033 is Class.
DRON 00000034 is Class.
DRON 00000035 is Class.
DRON 00000045 is Class.
DRON 00000045 SubClassOf DRON 00000029.
DRON 00000046 is Class.
DRON 00000046 SubClassOf DRON 00000029.
DRON 00000047 is Class.
DRON 00000047 SubClassOf DRON 00000029.
DRON 00000048 is Class.
DRON 00000048 SubClassOf DRON 00000029.
DRON 00000049 is Class.
DRON 00000049 SubClassOf DRON 00000029.
DRON 00000050 is Class.
DRON 00000050 SubClassOf DRON 00000029.
DRON 00000051 is Class.
DRON 00000051 SubClassOf DRON 00000029.
DRON 00000052 is Class.
DRON 00000052 SubClassOf DRON 00000051.
DRON 00000055 is Class.
DRON 00000055 SubClassOf DRON 00000029.
DRON 00000056 is Class.
DRON 00000056 SubClassOf DRON 00000029.
DRON 00000061 is Class.
DRON 00000061 SubClassOf BFO 0000016.
DRON 00000066 is Class.
DRON 00000066 SubClassOf BFO 0000016.
DRON 00000502 is Class.
DRON 00000505 is Class.
DRON 00000508 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 49566))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 49566)).
DRON 00000509 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 8461))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 8461)).
DRON 00000511 is Class.
DRON 00000901 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some DRON 00018161))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some DRON 00018161)).
DRON 00000903 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 17698))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 17698)).
DRON 00000904 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 2676))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 2676)).
DRON 00000905 is Class.
DRON 00001107 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 48923))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 48923)).
DRON 00001109 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 7660))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 7660)).
DRON 00001110 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 28971))) and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 49566))).
has proper part some SubClassOf DRON 00000021,.
has proper part some SubClassOf DRON 00000508,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 28971)).
DRON 00001115 is Class.
DRON 00001116 is Class.
DRON 00001116 SubClassOf DRON 00001115.
DRON 00001502 is Class.
DRON 00001505 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 3534))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 3534)).
DRON 00001511 is Class.
has proper part some is DRON 00000021 and (www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 2549))).
has proper part some SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 2549)).
DRON 00010039 is Class.
DRON 00010169 is Class.
DRON 00010172 is Class.
DRON 00010179 is Class.
DRON 00010477 is Class.
DRON 00010616 is Class.
DRON 00010870 is Class.
DRON 00011118 is Class.
DRON 00011125 is Class.
DRON 00011259 is Class.
DRON 00011451 is Class.
DRON 00011612 is Class.
DRON 00011660 is Class.
DRON 00011828 is Class.
DRON 00012069 is Class.
DRON 00012120 is Class.
DRON 00012126 is Class.
DRON 00012157 is Class.
DRON 00012182 is Class.
DRON 00012199 is Class.
DRON 00012287 is Class.
DRON 00012396 is Class.
DRON 00012401 is Class.
DRON 00012429 is Class.
DRON 00012497 is Class.
DRON 00012734 is Class.
DRON 00012945 is Class.
DRON 00013006 is Class.
DRON 00013042 is Class.
DRON 00013140 is Class.
DRON 00013365 is Class.
DRON 00013366 is Class.
DRON 00013388 is Class.
DRON 00013445 is Class.
DRON 00013452 is Class.
DRON 00013510 is Class.
DRON 00013575 is Class.
DRON 00013592 is Class.
DRON 00013633 is Class.
DRON 00013682 is Class.
DRON 00013683 is Class.
DRON 00013732 is Class.
DRON 00013735 is Class.
DRON 00013749 is Class.
DRON 00013750 is Class.
DRON 00013751 is Class.
DRON 00013752 is Class.
DRON 00013753 is Class.
DRON 00013776 is Class.
DRON 00013829 is Class.
DRON 00013930 is Class.
DRON 00013971 is Class.
DRON 00013982 is Class.
DRON 00013985 is Class.
DRON 00013995 is Class.
DRON 00014067 is Class.
DRON 00014098 is Class.
DRON 00014099 is Class.
DRON 00014104 is Class.
DRON 00014107 is Class.
DRON 00014151 is Class.
DRON 00014238 is Class.
DRON 00014245 is Class.
DRON 00014285 is Class.
DRON 00014286 is Class.
DRON 00014331 is Class.
DRON 00014332 is Class.
DRON 00014401 is Class.
DRON 00014423 is Class.
DRON 00014492 is Class.
DRON 00014524 is Class.
DRON 00014557 is Class.
DRON 00014565 is Class.
DRON 00014597 is Class.
DRON 00014641 is Class.
DRON 00014661 is Class.
DRON 00014756 is Class.
DRON 00014792 is Class.
DRON 00014852 is Class.
DRON 00014872 is Class.
DRON 00014915 is Class.
DRON 00014988 is Class.
DRON 00015031 is Class.
DRON 00015086 is Class.
DRON 00015114 is Class.
DRON 00015115 is Class.
DRON 00015116 is Class.
DRON 00015122 is Class.
DRON 00015237 is Class.
DRON 00015259 is Class.
DRON 00015273 is Class.
DRON 00015344 is Class.
DRON 00015413 is Class.
DRON 00015430 is Class.
DRON 00015464 is Class.
DRON 00015612 is Class.
DRON 00015631 is Class.
DRON 00015646 is Class.
DRON 00015695 is Class.
DRON 00015749 is Class.
DRON 00015753 is Class.
DRON 00015879 is Class.
DRON 00015927 is Class.
DRON 00015952 is Class.
DRON 00015971 is Class.
DRON 00016022 is Class.
DRON 00016028 is Class.
DRON 00016127 is Class.
DRON 00016128 is Class.
DRON 00016227 is Class.
DRON 00016230 is Class.
DRON 00016234 is Class.
DRON 00016262 is Class.
DRON 00016263 is Class.
DRON 00016275 is Class.
DRON 00016276 is Class.
DRON 00016321 is Class.
DRON 00016396 is Class.
DRON 00016431 is Class.
DRON 00016481 is Class.
DRON 00016544 is Class.
DRON 00016707 is Class.
DRON 00016756 is Class.
DRON 00016757 is Class.
DRON 00016775 is Class.
DRON 00016834 is Class.
DRON 00016884 is Class.
DRON 00016889 is Class.
DRON 00016913 is Class.
DRON 00016918 is Class.
DRON 00016923 is Class.
DRON 00016938 is Class.
DRON 00016952 is Class.
DRON 00016989 is Class.
DRON 00017024 is Class.
DRON 00017031 is Class.
DRON 00017084 is Class.
DRON 00017111 is Class.
DRON 00017119 is Class.
DRON 00017123 is Class.
DRON 00017141 is Class.
DRON 00017209 is Class.
DRON 00017235 is Class.
DRON 00017238 is Class.
DRON 00017249 is Class.
DRON 00017493 is Class.
DRON 00017526 is Class.
DRON 00017566 is Class.
DRON 00017590 is Class.
DRON 00017617 is Class.
DRON 00017618 is Class.
DRON 00017622 is Class.
DRON 00017623 is Class.
DRON 00017625 is Class.
DRON 00017627 is Class.
DRON 00017628 is Class.
DRON 00017657 is Class.
DRON 00017663 is Class.
DRON 00017664 is Class.
DRON 00017686 is Class.
DRON 00017720 is Class.
DRON 00017761 is Class.
DRON 00017785 is Class.
DRON 00017790 is Class.
DRON 00017806 is Class.
DRON 00017826 is Class.
DRON 00017871 is Class.
DRON 00017897 is Class.
DRON 00017898 is Class.
DRON 00017909 is Class.
DRON 00017955 is Class.
DRON 00017985 is Class.
DRON 00018040 is Class.
DRON 00018041 is Class.
DRON 00018086 is Class.
DRON 00018107 is Class.
DRON 00018108 is Class.
DRON 00018133 is Class.
DRON 00018155 is Class.
DRON 00018161 is Class.
DRON 00018166 is Class.
DRON 00018177 is Class.
DRON 00018197 is Class.
DRON 00018199 is Class.
DRON 00018200 is Class.
DRON 00018206 is Class.
DRON 00018209 is Class.
DRON 00018226 is Class.
DRON 00018231 is Class.
DRON 00018236 is Class.
DRON 00018253 is Class.
DRON 00018261 is Class.
DRON 00018272 is Class.
DRON 00018280 is Class.
DRON 00018284 is Class.
DRON 00018285 is Class.
DRON 00018289 is Class.
DRON 00018290 is Class.
DRON 00018298 is Class.
DRON 00018323 is Class.
DRON 00018353 is Class.
DRON 00018534 is Class.
DRON 00018575 is Class.
DRON 00018591 is Class.
DRON 00018601 is Class.
DRON 00018607 is Class.
DRON 00018608 is Class.
DRON 00018609 is Class.
DRON 00018612 is Class.
DRON 00018613 is Class.
DRON 00018697 is Class.
DRON 00018729 is Class.
DRON 00018745 is Class.
DRON 00018753 is Class.
DRON 00018778 is Class.
DRON 00018822 is Class.
DRON 00018919 is Class.
DRON 00018970 is Class.
DRON 00018971 is Class.
DRON 00018976 is Class.
DRON 00018986 is Class.
DRON 00018994 is Class.
DRON 00019002 is Class.
DRON 00019032 is Class.
DRON 00019059 is Class.
DRON 00019062 is Class.
DRON 00019078 is Class.
DRON 00019079 is Class.
DRON 00019080 is Class.
DRON 00019115 is Class.
DRON 00019127 is Class.
DRON 00019128 is Class.
DRON 00019129 is Class.
DRON 00019142 is Class.
DRON 00019143 is Class.
DRON 00019144 is Class.
DRON 00019145 is Class.
DRON 00019185 is Class.
DRON 00019189 is Class.
DRON 00019190 is Class.
DRON 00019201 is Class.
DRON 00019202 is Class.
DRON 00019203 is Class.
DRON 00019206 is Class.
DRON 00019214 is Class.
DRON 00019217 is Class.
DRON 00019219 is Class.
DRON 00019220 is Class.
DRON 00019232 is Class.
DRON 00019239 is Class.
DRON 00019240 is Class.
DRON 00019244 is Class.
DRON 00019248 is Class.
DRON 00019252 is Class.
DRON 00019257 is Class.
DRON 00019264 is Class.
DRON 00019265 is Class.
DRON 00019267 is Class.
DRON 00019278 is Class.
DRON 00019280 is Class.
DRON 00019285 is Class.
DRON 00019287 is Class.
DRON 00019290 is Class.
DRON 00019291 is Class.
DRON 00019296 is Class.
DRON 00019302 is Class.
DRON 00019303 is Class.
DRON 00019307 is Class.
DRON 00019309 is Class.
DRON 00019316 is Class.
DRON 00019326 is Class.
DRON 00019336 is Class.
DRON 00019338 is Class.
DRON 00019340 is Class.
DRON 00019343 is Class.
DRON 00019347 is Class.
DRON 00019349 is Class.
DRON 00019355 is Class.
DRON 00019356 is Class.
DRON 00019361 is Class.
DRON 00019367 is Class.
DRON 00019371 is Class.
DRON 00019375 is Class.
DRON 00019385 is Class.
DRON 00019386 is Class.
DRON 00019396 is Class.
DRON 00019398 is Class.
DRON 00019399 is Class.
DRON 00019436 is Class.
DRON 00019441 is Class.
DRON 00019442 is Class.
DRON 00019464 is Class.
DRON 00019468 is Class.
DRON 00019469 is Class.
DRON 00019470 is Class.
DRON 00019473 is Class.
DRON 00019480 is Class.
DRON 00019483 is Class.
DRON 00019495 is Class.
DRON 00019496 is Class.
DRON 00019500 is Class.
DRON 00019532 is Class.
DRON 00019533 is Class.
DRON 00019540 is Class.
DRON 00019541 is Class.
DRON 00019553 is Class.
DRON 00019561 is Class.
DRON 00019592 is Class.
DRON 00019601 is Class.
DRON 00019604 is Class.
DRON 00019610 is Class.
DRON 00019612 is Class.
DRON 00019619 is Class.
DRON 00019625 is Class.
DRON 00019636 is Class.
DRON 00019641 is Class.
DRON 00019642 is Class.
DRON 00019655 is Class.
DRON 00019666 is Class.
DRON 00019667 is Class.
DRON 00019670 is Class.
DRON 00019684 is Class.
DRON 00019685 is Class.
DRON 00019698 is Class.
DRON 00019707 is Class.
DRON 00019715 is Class.
DRON 00019719 is Class.
DRON 00019722 is Class.
DRON 00019723 is Class.
DRON 00019727 is Class.
DRON 00019737 is Class.
DRON 00019738 is Class.
DRON 00019743 is Class.
DRON 00019744 is Class.
DRON 00019745 is Class.
DRON 00019746 is Class.
DRON 00019747 is Class.
DRON 00019748 is Class.
DRON 00019749 is Class.
DRON 00019769 is Class.
DRON 00019771 is Class.
DRON 00019773 is Class.
DRON 00019789 is Class.
DRON 00019805 is Class.
DRON 00019811 is Class.
DRON 00019818 is Class.
DRON 00019821 is Class.
DRON 00019845 is Class.
DRON 00019846 is Class.
DRON 00019850 is Class.
DRON 00019870 is Class.
DRON 00019874 is Class.
DRON 00019893 is Class.
DRON 00019897 is Class.
DRON 00019910 is Class.
DRON 00019919 is Class.
DRON 00019927 is Class.
DRON 00019935 is Class.
DRON 00019944 is Class.
DRON 00019951 is Class.
DRON 00019982 is Class.
DRON 00020031 is Class.
DRON 00020042 is Class.
DRON 00020045 is Class.
DRON 00020051 is Class.
DRON 00020052 is Class.
DRON 00020053 is Class.
DRON 00020065 is Class.
DRON 00020075 is Class.
DRON 00020094 is Class.
DRON 00020098 is Class.
DRON 00020115 is Class.
DRON 00020116 is Class.
DRON 00020120 is Class.
DRON 00020134 is Class.
DRON 00020135 is Class.
DRON 00020145 is Class.
DRON 00020149 is Class.
DRON 00020152 is Class.
DRON 00020153 is Class.
DRON 00020154 is Class.
DRON 00020168 is Class.
DRON 00020197 is Class.
DRON 00020199 is Class.
DRON 00020200 is Class.
DRON 00020217 is Class.
DRON 00020219 is Class.
DRON 00020220 is Class.
DRON 00020221 is Class.
DRON 00020222 is Class.
DRON 00020223 is Class.
DRON 00020224 is Class.
DRON 00020252 is Class.
DRON 00020253 is Class.
DRON 00020259 is Class.
DRON 00020263 is Class.
DRON 00020272 is Class.
DRON 00020273 is Class.
DRON 00020274 is Class.
DRON 00020279 is Class.
DRON 00020293 is Class.
DRON 00020294 is Class.
DRON 00020299 is Class.
DRON 00020301 is Class.
DRON 00020321 is Class.
DRON 00020333 is Class.
DRON 00020335 is Class.
DRON 00020335 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 9667)).
DRON 00020336 is Class.
DRON 00020340 is Class.
DRON 00020344 is Class.
DRON 00020346 is Class.
DRON 00020350 is Class.
DRON 00020351 is Class.
DRON 00020355 is Class.
DRON 00020356 is Class.
DRON 00020357 is Class.
DRON 00020358 is Class.
DRON 00020359 is Class.
DRON 00020361 is Class.
DRON 00020366 is Class.
DRON 00020366 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some DRON 00016889)).
DRON 00020371 is Class.
DRON 00020385 is Class.
DRON 00020407 is Class.
DRON 00020407 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 35149)).
DRON 00020408 is Class.
DRON 00020408 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 140503)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 17309)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some DRON 00010039)).
DRON 00020410 is Class.
DRON 00020414 is Class.
DRON 00020421 is Class.
DRON 00020428 is Class.
DRON 00020434 is Class.
DRON 00020437 is Class.
DRON 00020438 is Class.
DRON 00020439 is Class.
DRON 00020440 is Class.
DRON 00020442 is Class.
DRON 00020444 is Class.
DRON 00020445 is Class.
DRON 00020449 is Class.
DRON 00020450 is Class.
DRON 00020451 is Class.
DRON 00020452 is Class.
DRON 00020457 is Class.
DRON 00020469 is Class.
DRON 00020469 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 46195)).
DRON 00020473 is Class.
DRON 00020476 is Class.
DRON 00020481 is Class.
DRON 00020482 is Class.
DRON 00020486 is Class.
DRON 00020492 is Class.
DRON 00020493 is Class.
DRON 00020494 is Class.
DRON 00020495 is Class.
DRON 00020500 is Class.
DRON 00020512 is Class.
DRON 00020513 is Class.
DRON 00020513 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 33130)).
DRON 00020519 is Class.
DRON 00020531 is Class.
DRON 00020531 SubClassOf DRON 00000904.
DRON 00020535 is Class.
DRON 00020535 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 2682)).
DRON 00020537 is Class.
DRON 00020537 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 28971)).
DRON 00020542 is Class.
DRON 00020544 is Class.
DRON 00020546 is Class.
DRON 00020549 is Class.
DRON 00020552 is Class.
DRON 00020557 is Class.
DRON 00020566 is Class.
DRON 00020566 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 575568)).
DRON 00020569 is Class.
DRON 00020570 is Class.
DRON 00020570 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 82365)).
DRON 00020574 is Class.
DRON 00020578 is Class.
DRON 00020585 is Class.
DRON 00020591 is Class.
DRON 00020591 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 17650)).
DRON 00020594 is Class.
DRON 00020596 is Class.
DRON 00020600 is Class.
DRON 00020602 is Class.
DRON 00020603 is Class.
DRON 00020605 is Class.
DRON 00020606 is Class.
DRON 00020606 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 5818)).
DRON 00020613 is Class.
DRON 00020613 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 5855)).
DRON 00020618 is Class.
DRON 00020618 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 51209)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 5855)).
DRON 00020619 is Class.
DRON 00020622 is Class.
DRON 00020625 is Class.
DRON 00020625 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 49662)).
DRON 00020649 is Class.
DRON 00020651 is Class.
DRON 00020658 is Class.
DRON 00020664 is Class.
DRON 00020671 is Class.
DRON 00020676 is Class.
DRON 00020677 is Class.
DRON 00020677 SubClassOf DRON 00000021,.
DRON 00020677 SubClassOf BFO 0000053 some DRON 00000035,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 16714)),.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 46195)).
DRON 00020685 is Class.
DRON 00020694 is Class.
DRON 00020696 is Class.
DRON 00020701 is Class.
DRON 00020701 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 2453)).
DRON 00020706 is Class.
DRON 00020706 SubClassOf DRON 00000021,.
has proper part some is www.obofoundry.org/ro/ro.#.
has proper part some is (OBI 0000576 and (BFO 0000053 some DRON 00000028) and (BFO 0000071 some CHEBI 16664)).
DRON 00020729 is Class.
DRON 00020729 SubClassOf DRON 00000021,.
