string is Datatype.
subject has association is ObjectProperty.
subject has association Characteristics Irreflexive.
subject has association Domain OrphaCode.
subject has association Range Association.
with frequency is DataProperty.
Orphanet 1422 SubClassOf OrphaCode.
Orphanet 1423 is Class.
Orphanet 1423 SubClassOf OrphaCode.
Orphanet 1425 is Class.
Orphanet 1425 SubClassOf OrphaCode.
Orphanet 1426 is Class.
Orphanet 1426 SubClassOf OrphaCode.
Orphanet 1427 is Class.
Orphanet 1427 SubClassOf OrphaCode.
Orphanet 1429 is Class.
Orphanet 1429 SubClassOf OrphaCode.
Orphanet 143 is Class.
Orphanet 143 SubClassOf OrphaCode.
Orphanet 1433 is Class.
Orphanet 1433 SubClassOf OrphaCode.
Orphanet 1435 is Class.
Orphanet 1435 SubClassOf OrphaCode.
Orphanet 1436 is Class.
Orphanet 1436 SubClassOf OrphaCode.
Orphanet 1437 is Class.
Orphanet 1437 SubClassOf OrphaCode.
Orphanet 1438 is Class.
Orphanet 1438 SubClassOf OrphaCode.
Orphanet 1439 is Class.
Orphanet 1439 SubClassOf OrphaCode.
Orphanet 144 is Class.
Orphanet 144 SubClassOf OrphaCode.
Orphanet 1445 is Class.
Orphanet 1445 SubClassOf OrphaCode.
Orphanet 1446 is Class.
Orphanet 1446 SubClassOf OrphaCode.
Orphanet 1447 is Class.
Orphanet 1447 SubClassOf OrphaCode.
Orphanet 1448 is Class.
Orphanet 1448 SubClassOf OrphaCode.
Orphanet 1449 is Class.
Orphanet 1449 SubClassOf OrphaCode.
Orphanet 145 is Class.
Orphanet 145 SubClassOf OrphaCode.
Orphanet 1450 is Class.
Orphanet 1450 SubClassOf OrphaCode.
Orphanet 1451 is Class.
Orphanet 1451 SubClassOf OrphaCode.
Orphanet 1452 is Class.
Orphanet 1452 SubClassOf OrphaCode.
Orphanet 1453 is Class.
Orphanet 1453 SubClassOf OrphaCode.
Orphanet 1454 is Class.
Orphanet 1454 SubClassOf OrphaCode.
Orphanet 1457 is Class.
Orphanet 1457 SubClassOf OrphaCode.
Orphanet 1458 is Class.
Orphanet 1458 SubClassOf OrphaCode.
Orphanet 1461 is Class.
Orphanet 1461 SubClassOf OrphaCode.
Orphanet 1465 is Class.
Orphanet 1465 SubClassOf OrphaCode.
Orphanet 1466 is Class.
Orphanet 1466 SubClassOf OrphaCode.
Orphanet 1467 is Class.
Orphanet 1467 SubClassOf OrphaCode.
Orphanet 147 is Class.
Orphanet 147 SubClassOf OrphaCode.
Orphanet 1471 is Class.
Orphanet 1471 SubClassOf OrphaCode.
Orphanet 1473 is Class.
Orphanet 1473 SubClassOf OrphaCode.
Orphanet 1475 is Class.
Orphanet 1475 SubClassOf OrphaCode.
Orphanet 1478 is Class.
Orphanet 1478 SubClassOf OrphaCode.
Orphanet 1479 is Class.
Orphanet 1479 SubClassOf OrphaCode.
Orphanet 1484 is Class.
Orphanet 1484 SubClassOf OrphaCode.
Orphanet 1486 is Class.
Orphanet 1486 SubClassOf OrphaCode.
Orphanet 1487 is Class.
Orphanet 1487 SubClassOf OrphaCode.
Orphanet 1488 is Class.
Orphanet 1488 SubClassOf OrphaCode.
Orphanet 1490 is Class.
Orphanet 1490 SubClassOf OrphaCode.
Orphanet 1493 is Class.
Orphanet 1493 SubClassOf OrphaCode.
Orphanet 1495 is Class.
Orphanet 1495 SubClassOf OrphaCode.
Orphanet 1496 is Class.
Orphanet 1496 SubClassOf OrphaCode.
Orphanet 1497 is Class.
Orphanet 1497 SubClassOf OrphaCode.
Orphanet 15 is Class.
Orphanet 15 SubClassOf OrphaCode.
Orphanet 1501 is Class.
Orphanet 1501 SubClassOf OrphaCode.
Orphanet 1506 is Class.
Orphanet 1506 SubClassOf OrphaCode.
Orphanet 1507 is Class.
Orphanet 1507 SubClassOf OrphaCode.
Orphanet 1508 is Class.
Orphanet 1508 SubClassOf OrphaCode.
Orphanet 1509 is Class.
Orphanet 1509 SubClassOf OrphaCode.
Orphanet 1512 is Class.
Orphanet 1512 SubClassOf OrphaCode.
Orphanet 1513 is Class.
Orphanet 1513 SubClassOf OrphaCode.
Orphanet 1514 is Class.
Orphanet 1514 SubClassOf OrphaCode.
Orphanet 1515 is Class.
Orphanet 1515 SubClassOf OrphaCode.
Orphanet 1516 is Class.
Orphanet 1516 SubClassOf OrphaCode.
Orphanet 1517 is Class.
Orphanet 1517 SubClassOf OrphaCode.
Orphanet 1519 is Class.
Orphanet 1519 SubClassOf OrphaCode.
Orphanet 1520 is Class.
Orphanet 1520 SubClassOf OrphaCode.
Orphanet 1521 is Class.
Orphanet 1521 SubClassOf OrphaCode.
Orphanet 1522 is Class.
Orphanet 1522 SubClassOf OrphaCode.
Orphanet 1525 is Class.
Orphanet 1525 SubClassOf OrphaCode.
Orphanet 1527 is Class.
Orphanet 1527 SubClassOf OrphaCode.
Orphanet 1528 is Class.
Orphanet 1528 SubClassOf OrphaCode.
Orphanet 1529 is Class.
Orphanet 1529 SubClassOf OrphaCode.
Orphanet 1532 is Class.
Orphanet 1532 SubClassOf OrphaCode.
Orphanet 1538 is Class.
Orphanet 1538 SubClassOf OrphaCode.
Orphanet 154 is Class.
Orphanet 154 SubClassOf OrphaCode.
Orphanet 1540 is Class.
Orphanet 1540 SubClassOf OrphaCode.
Orphanet 1545 is Class.
Orphanet 1545 SubClassOf OrphaCode.
Orphanet 1546 is Class.
Orphanet 1546 SubClassOf OrphaCode.
Orphanet 1547 is Class.
Orphanet 1547 SubClassOf OrphaCode.
Orphanet 1548 is Class.
Orphanet 1548 SubClassOf OrphaCode.
Orphanet 1551 is Class.
Orphanet 1551 SubClassOf OrphaCode.
Orphanet 1552 is Class.
Orphanet 1552 SubClassOf OrphaCode.
Orphanet 1553 is Class.
Orphanet 1553 SubClassOf OrphaCode.
Orphanet 1555 is Class.
Orphanet 1555 SubClassOf OrphaCode.
Orphanet 1556 is Class.
Orphanet 1556 SubClassOf OrphaCode.
Orphanet 156 is Class.
Orphanet 156 SubClassOf OrphaCode.
Orphanet 1560 is Class.
Orphanet 1560 SubClassOf OrphaCode.
Orphanet 1563 is Class.
Orphanet 1563 SubClassOf OrphaCode.
Orphanet 1566 is Class.
Orphanet 1566 SubClassOf OrphaCode.
Orphanet 156728 is Class.
Orphanet 156728 SubClassOf OrphaCode.
Orphanet 1568 is Class.
Orphanet 1568 SubClassOf OrphaCode.
Orphanet 157 is Class.
Orphanet 157 SubClassOf OrphaCode.
Orphanet 1570 is Class.
Orphanet 1570 SubClassOf OrphaCode.
Orphanet 1571 is Class.
Orphanet 1571 SubClassOf OrphaCode.
Orphanet 1572 is Class.
Orphanet 1572 SubClassOf OrphaCode.
Orphanet 157215 is Class.
Orphanet 157215 SubClassOf OrphaCode.
Orphanet 1573 is Class.
Orphanet 1573 SubClassOf OrphaCode.
Orphanet 1574 is Class.
Orphanet 1574 SubClassOf OrphaCode.
Orphanet 157794 is Class.
Orphanet 157794 SubClassOf OrphaCode.
Orphanet 157798 is Class.
Orphanet 157798 SubClassOf OrphaCode.
Orphanet 1578 is Class.
Orphanet 1578 SubClassOf OrphaCode.
Orphanet 157801 is Class.
Orphanet 157801 SubClassOf OrphaCode.
Orphanet 157835 is Class.
Orphanet 157835 SubClassOf OrphaCode.
Orphanet 157846 is Class.
Orphanet 157846 SubClassOf OrphaCode.
Orphanet 157850 is Class.
Orphanet 157850 SubClassOf OrphaCode.
Orphanet 157941 is Class.
Orphanet 157941 SubClassOf OrphaCode.
Orphanet 157946 is Class.
Orphanet 157946 SubClassOf OrphaCode.
Orphanet 157954 is Class.
Orphanet 157954 SubClassOf OrphaCode.
Orphanet 157965 is Class.
Orphanet 157965 SubClassOf OrphaCode.
Orphanet 157973 is Class.
Orphanet 157973 SubClassOf OrphaCode.
Orphanet 157991 is Class.
Orphanet 157991 SubClassOf OrphaCode.
Orphanet 157997 is Class.
Orphanet 157997 SubClassOf OrphaCode.
Orphanet 158 is Class.
Orphanet 158 SubClassOf OrphaCode.
Orphanet 1580 is Class.
Orphanet 1580 SubClassOf OrphaCode.
Orphanet 158000 is Class.
Orphanet 158000 SubClassOf OrphaCode.
Orphanet 158003 is Class.
Orphanet 158003 SubClassOf OrphaCode.
Orphanet 158008 is Class.
Orphanet 158008 SubClassOf OrphaCode.
Orphanet 158014 is Class.
Orphanet 158014 SubClassOf OrphaCode.
Orphanet 158022 is Class.
Orphanet 158022 SubClassOf OrphaCode.
Orphanet 158025 is Class.
Orphanet 158025 SubClassOf OrphaCode.
Orphanet 158029 is Class.
Orphanet 158029 SubClassOf OrphaCode.
Orphanet 158048 is Class.
Orphanet 158048 SubClassOf OrphaCode.
Orphanet 158057 is Class.
Orphanet 158057 SubClassOf OrphaCode.
Orphanet 158061 is Class.
Orphanet 158061 SubClassOf OrphaCode.
Orphanet 1581 is Class.
Orphanet 1581 SubClassOf OrphaCode.
Orphanet 158668 is Class.
Orphanet 158668 SubClassOf OrphaCode.
Orphanet 158673 is Class.
Orphanet 158673 SubClassOf OrphaCode.
Orphanet 158676 is Class.
Orphanet 158676 SubClassOf OrphaCode.
Orphanet 158681 is Class.
Orphanet 158681 SubClassOf OrphaCode.
Orphanet 158684 is Class.
Orphanet 158684 SubClassOf OrphaCode.
Orphanet 158687 is Class.
Orphanet 158687 SubClassOf OrphaCode.
Orphanet 1587 is Class.
Orphanet 1587 SubClassOf OrphaCode.
Orphanet 159 is Class.
Orphanet 159 SubClassOf OrphaCode.
Orphanet 1590 is Class.
Orphanet 1590 SubClassOf OrphaCode.
Orphanet 1596 is Class.
Orphanet 1596 SubClassOf OrphaCode.
Orphanet 1597 is Class.
Orphanet 1597 SubClassOf OrphaCode.
Orphanet 1598 is Class.
Orphanet 1598 SubClassOf OrphaCode.
Orphanet 16 is Class.
Orphanet 16 SubClassOf OrphaCode.
Orphanet 160 is Class.
Orphanet 160 SubClassOf OrphaCode.
Orphanet 1600 is Class.
Orphanet 1600 SubClassOf OrphaCode.
Orphanet 160148 is Class.
Orphanet 160148 SubClassOf OrphaCode.
Orphanet 1606 is Class.
Orphanet 1606 SubClassOf OrphaCode.
Orphanet 1617 is Class.
Orphanet 1617 SubClassOf OrphaCode.
Orphanet 1620 is Class.
Orphanet 1620 SubClassOf OrphaCode.
Orphanet 1621 is Class.
Orphanet 1621 SubClassOf OrphaCode.
Orphanet 163 is Class.
Orphanet 163 SubClassOf OrphaCode.
Orphanet 163525 is Class.
Orphanet 163525 SubClassOf OrphaCode.
Orphanet 163596 is Class.
Orphanet 163596 SubClassOf OrphaCode.
Orphanet 1636 is Class.
Orphanet 1636 SubClassOf OrphaCode.
Orphanet 163634 is Class.
Orphanet 163634 SubClassOf OrphaCode.
Orphanet 163649 is Class.
Orphanet 163649 SubClassOf OrphaCode.
Orphanet 163654 is Class.
Orphanet 163654 SubClassOf OrphaCode.
Orphanet 163665 is Class.
Orphanet 163665 SubClassOf OrphaCode.
Orphanet 163681 is Class.
Orphanet 163681 SubClassOf OrphaCode.
Orphanet 163690 is Class.
Orphanet 163690 SubClassOf OrphaCode.
Orphanet 163693 is Class.
Orphanet 163693 SubClassOf OrphaCode.
Orphanet 163703 is Class.
Orphanet 163703 SubClassOf OrphaCode.
Orphanet 163721 is Class.
Orphanet 163721 SubClassOf OrphaCode.
Orphanet 163727 is Class.
Orphanet 163727 SubClassOf OrphaCode.
Orphanet 163746 is Class.
Orphanet 163746 SubClassOf OrphaCode.
Orphanet 163921 is Class.
Orphanet 163921 SubClassOf OrphaCode.
Orphanet 163934 is Class.
Orphanet 163934 SubClassOf OrphaCode.
Orphanet 163937 is Class.
Orphanet 163937 SubClassOf OrphaCode.
Orphanet 163956 is Class.
Orphanet 163956 SubClassOf OrphaCode.
Orphanet 163961 is Class.
Orphanet 163961 SubClassOf OrphaCode.
Orphanet 163966 is Class.
Orphanet 163966 SubClassOf OrphaCode.
Orphanet 163971 is Class.
Orphanet 163971 SubClassOf OrphaCode.
Orphanet 163976 is Class.
Orphanet 163976 SubClassOf OrphaCode.
Orphanet 163979 is Class.
Orphanet 163979 SubClassOf OrphaCode.
Orphanet 163985 is Class.
Orphanet 163985 SubClassOf OrphaCode.
Orphanet 1642 is Class.
Orphanet 1642 SubClassOf OrphaCode.
Orphanet 1643 is Class.
Orphanet 1643 SubClassOf OrphaCode.
Orphanet 1646 is Class.
Orphanet 1646 SubClassOf OrphaCode.
Orphanet 1647 is Class.
Orphanet 1647 SubClassOf OrphaCode.
Orphanet 1652 is Class.
Orphanet 1652 SubClassOf OrphaCode.
Orphanet 1653 is Class.
Orphanet 1653 SubClassOf OrphaCode.
Orphanet 1655 is Class.
Orphanet 1655 SubClassOf OrphaCode.
Orphanet 1656 is Class.
Orphanet 1656 SubClassOf OrphaCode.
Orphanet 1657 is Class.
Orphanet 1657 SubClassOf OrphaCode.
Orphanet 1658 is Class.
Orphanet 1658 SubClassOf OrphaCode.
Orphanet 1659 is Class.
Orphanet 1659 SubClassOf OrphaCode.
Orphanet 1660 is Class.
Orphanet 1660 SubClassOf OrphaCode.
Orphanet 166002 is Class.
Orphanet 166002 SubClassOf OrphaCode.
Orphanet 166011 is Class.
Orphanet 166011 SubClassOf OrphaCode.
Orphanet 166016 is Class.
Orphanet 166016 SubClassOf OrphaCode.
Orphanet 166024 is Class.
Orphanet 166024 SubClassOf OrphaCode.
Orphanet 166035 is Class.
Orphanet 166035 SubClassOf OrphaCode.
Orphanet 166063 is Class.
Orphanet 166063 SubClassOf OrphaCode.
Orphanet 1661 is Class.
Orphanet 1661 SubClassOf OrphaCode.
Orphanet 166100 is Class.
Orphanet 166100 SubClassOf OrphaCode.
Orphanet 166108 is Class.
Orphanet 166108 SubClassOf OrphaCode.
Orphanet 166113 is Class.
Orphanet 166113 SubClassOf OrphaCode.
Orphanet 166119 is Class.
Orphanet 166119 SubClassOf OrphaCode.
Orphanet 1662 is Class.
Orphanet 1662 SubClassOf OrphaCode.
Orphanet 166272 is Class.
Orphanet 166272 SubClassOf OrphaCode.
Orphanet 166277 is Class.
Orphanet 166277 SubClassOf OrphaCode.
Orphanet 1665 is Class.
Orphanet 1665 SubClassOf OrphaCode.
Orphanet 1666 is Class.
Orphanet 1666 SubClassOf OrphaCode.
Orphanet 1667 is Class.
Orphanet 1667 SubClassOf OrphaCode.
Orphanet 167 is Class.
Orphanet 167 SubClassOf OrphaCode.
Orphanet 1671 is Class.
Orphanet 1671 SubClassOf OrphaCode.
Orphanet 1672 is Class.
Orphanet 1672 SubClassOf OrphaCode.
Orphanet 1675 is Class.
Orphanet 1675 SubClassOf OrphaCode.
Orphanet 167635 is Class.
Orphanet 167635 SubClassOf OrphaCode.
Orphanet 1677 is Class.
Orphanet 1677 SubClassOf OrphaCode.
Orphanet 168 is Class.
Orphanet 168 SubClassOf OrphaCode.
Orphanet 1681 is Class.
Orphanet 1681 SubClassOf OrphaCode.
Orphanet 1682 is Class.
Orphanet 1682 SubClassOf OrphaCode.
Orphanet 168549 is Class.
Orphanet 168549 SubClassOf OrphaCode.
Orphanet 168555 is Class.
Orphanet 168555 SubClassOf OrphaCode.
Orphanet 168558 is Class.
Orphanet 168558 SubClassOf OrphaCode.
Orphanet 168563 is Class.
Orphanet 168563 SubClassOf OrphaCode.
Orphanet 168569 is Class.
Orphanet 168569 SubClassOf OrphaCode.
Orphanet 168572 is Class.
Orphanet 168572 SubClassOf OrphaCode.
Orphanet 168577 is Class.
Orphanet 168577 SubClassOf OrphaCode.
Orphanet 168593 is Class.
Orphanet 168593 SubClassOf OrphaCode.
Orphanet 1686 is Class.
Orphanet 1686 SubClassOf OrphaCode.
Orphanet 168621 is Class.
Orphanet 168621 SubClassOf OrphaCode.
Orphanet 168624 is Class.
Orphanet 168624 SubClassOf OrphaCode.
Orphanet 168782 is Class.
Orphanet 168782 SubClassOf OrphaCode.
Orphanet 168796 is Class.
Orphanet 168796 SubClassOf OrphaCode.
Orphanet 168811 is Class.
Orphanet 168811 SubClassOf OrphaCode.
Orphanet 168816 is Class.
Orphanet 168816 SubClassOf OrphaCode.
Orphanet 168829 is Class.
Orphanet 168829 SubClassOf OrphaCode.
Orphanet 168984 is Class.
Orphanet 168984 SubClassOf OrphaCode.
Orphanet 169 is Class.
Orphanet 169 SubClassOf OrphaCode.
Orphanet 169079 is Class.
Orphanet 169079 SubClassOf OrphaCode.
Orphanet 169090 is Class.
Orphanet 169090 SubClassOf OrphaCode.
Orphanet 169095 is Class.
Orphanet 169095 SubClassOf OrphaCode.
Orphanet 169105 is Class.
Orphanet 169105 SubClassOf OrphaCode.
Orphanet 169154 is Class.
Orphanet 169154 SubClassOf OrphaCode.
Orphanet 169160 is Class.
Orphanet 169160 SubClassOf OrphaCode.
Orphanet 169186 is Class.
Orphanet 169186 SubClassOf OrphaCode.
Orphanet 169189 is Class.
Orphanet 169189 SubClassOf OrphaCode.
Orphanet 1692 is Class.
Orphanet 1692 SubClassOf OrphaCode.
Orphanet 1695 is Class.
Orphanet 1695 SubClassOf OrphaCode.
Orphanet 169802 is Class.
Orphanet 169802 SubClassOf OrphaCode.
Orphanet 169805 is Class.
Orphanet 169805 SubClassOf OrphaCode.
Orphanet 1699 is Class.
Orphanet 1699 SubClassOf OrphaCode.
Orphanet 17 is Class.
Orphanet 17 SubClassOf OrphaCode.
Orphanet 170 is Class.
Orphanet 170 SubClassOf OrphaCode.
Orphanet 1702 is Class.
Orphanet 1702 SubClassOf OrphaCode.
Orphanet 1703 is Class.
Orphanet 1703 SubClassOf OrphaCode.
Orphanet 1705 is Class.
Orphanet 1705 SubClassOf OrphaCode.
Orphanet 1706 is Class.
Orphanet 1706 SubClassOf OrphaCode.
Orphanet 1707 is Class.
Orphanet 1707 SubClassOf OrphaCode.
Orphanet 1708 is Class.
Orphanet 1708 SubClassOf OrphaCode.
Orphanet 171 is Class.
Orphanet 171 SubClassOf OrphaCode.
Orphanet 1713 is Class.
Orphanet 1713 SubClassOf OrphaCode.
Orphanet 171430 is Class.
Orphanet 171430 SubClassOf OrphaCode.
Orphanet 171433 is Class.
Orphanet 171433 SubClassOf OrphaCode.
Orphanet 171436 is Class.
Orphanet 171436 SubClassOf OrphaCode.
Orphanet 171439 is Class.
Orphanet 171439 SubClassOf OrphaCode.
Orphanet 171442 is Class.
Orphanet 171442 SubClassOf OrphaCode.
Orphanet 171445 is Class.
Orphanet 171445 SubClassOf OrphaCode.
Orphanet 1715 is Class.
Orphanet 1715 SubClassOf OrphaCode.
Orphanet 1716 is Class.
Orphanet 1716 SubClassOf OrphaCode.
Orphanet 171607 is Class.
Orphanet 171607 SubClassOf OrphaCode.
Orphanet 171612 is Class.
Orphanet 171612 SubClassOf OrphaCode.
Orphanet 171617 is Class.
Orphanet 171617 SubClassOf OrphaCode.
Orphanet 171622 is Class.
Orphanet 171622 SubClassOf OrphaCode.
Orphanet 171629 is Class.
Orphanet 171629 SubClassOf OrphaCode.
Orphanet 171673 is Class.
Orphanet 171673 SubClassOf OrphaCode.
Orphanet 171680 is Class.
Orphanet 171680 SubClassOf OrphaCode.
Orphanet 171695 is Class.
Orphanet 171695 SubClassOf OrphaCode.
Orphanet 171703 is Class.
Orphanet 171703 SubClassOf OrphaCode.
Orphanet 171706 is Class.
Orphanet 171706 SubClassOf OrphaCode.
Orphanet 171719 is Class.
Orphanet 171719 SubClassOf OrphaCode.
Orphanet 171829 is Class.
Orphanet 171829 SubClassOf OrphaCode.
Orphanet 171839 is Class.
Orphanet 171839 SubClassOf OrphaCode.
Orphanet 171844 is Class.
Orphanet 171844 SubClassOf OrphaCode.
Orphanet 171851 is Class.
Orphanet 171851 SubClassOf OrphaCode.
Orphanet 171863 is Class.
Orphanet 171863 SubClassOf OrphaCode.
Orphanet 171866 is Class.
Orphanet 171866 SubClassOf OrphaCode.
Orphanet 171876 is Class.
Orphanet 171876 SubClassOf OrphaCode.
Orphanet 171881 is Class.
Orphanet 171881 SubClassOf OrphaCode.
Orphanet 171929 is Class.
Orphanet 171929 SubClassOf OrphaCode.
Orphanet 172 is Class.
Orphanet 172 SubClassOf OrphaCode.
Orphanet 1724 is Class.
Orphanet 1724 SubClassOf OrphaCode.
Orphanet 1727 is Class.
Orphanet 1727 SubClassOf OrphaCode.
Orphanet 173 is Class.
Orphanet 173 SubClassOf OrphaCode.
Orphanet 1738 is Class.
Orphanet 1738 SubClassOf OrphaCode.
Orphanet 174 is Class.
Orphanet 174 SubClassOf OrphaCode.
Orphanet 1742 is Class.
Orphanet 1742 SubClassOf OrphaCode.
Orphanet 1745 is Class.
Orphanet 1745 SubClassOf OrphaCode.
Orphanet 175 is Class.
Orphanet 175 SubClassOf OrphaCode.
Orphanet 1752 is Class.
Orphanet 1752 SubClassOf OrphaCode.
Orphanet 1756 is Class.
Orphanet 1756 SubClassOf OrphaCode.
Orphanet 1757 is Class.
Orphanet 1757 SubClassOf OrphaCode.
Orphanet 1759 is Class.
Orphanet 1759 SubClassOf OrphaCode.
Orphanet 1762 is Class.
Orphanet 1762 SubClassOf OrphaCode.
Orphanet 1764 is Class.
Orphanet 1764 SubClassOf OrphaCode.
Orphanet 1766 is Class.
Orphanet 1766 SubClassOf OrphaCode.
Orphanet 177 is Class.
Orphanet 177 SubClassOf OrphaCode.
Orphanet 1770 is Class.
Orphanet 1770 SubClassOf OrphaCode.
Orphanet 1772 is Class.
Orphanet 1772 SubClassOf OrphaCode.
Orphanet 1775 is Class.
Orphanet 1775 SubClassOf OrphaCode.
Orphanet 1777 is Class.
Orphanet 1777 SubClassOf OrphaCode.
Orphanet 1778 is Class.
Orphanet 1778 SubClassOf OrphaCode.
Orphanet 1779 is Class.
Orphanet 1779 SubClassOf OrphaCode.
Orphanet 177901 is Class.
Orphanet 177901 SubClassOf OrphaCode.
Orphanet 177904 is Class.
Orphanet 177904 SubClassOf OrphaCode.
Orphanet 177907 is Class.
Orphanet 177907 SubClassOf OrphaCode.
Orphanet 177910 is Class.
Orphanet 177910 SubClassOf OrphaCode.
Orphanet 177926 is Class.
Orphanet 177926 SubClassOf OrphaCode.
Orphanet 1780 is Class.
Orphanet 1780 SubClassOf OrphaCode.
Orphanet 178029 is Class.
Orphanet 178029 SubClassOf OrphaCode.
Orphanet 178145 is Class.
Orphanet 178145 SubClassOf OrphaCode.
Orphanet 178148 is Class.
Orphanet 178148 SubClassOf OrphaCode.
Orphanet 1782 is Class.
Orphanet 1782 SubClassOf OrphaCode.
Orphanet 178303 is Class.
Orphanet 178303 SubClassOf OrphaCode.
Orphanet 178320 is Class.
Orphanet 178320 SubClassOf OrphaCode.
Orphanet 178333 is Class.
Orphanet 178333 SubClassOf OrphaCode.
Orphanet 178377 is Class.
Orphanet 178377 SubClassOf OrphaCode.
Orphanet 178382 is Class.
Orphanet 178382 SubClassOf OrphaCode.
Orphanet 1784 is Class.
Orphanet 1784 SubClassOf OrphaCode.
Orphanet 178400 is Class.
Orphanet 178400 SubClassOf OrphaCode.
Orphanet 178464 is Class.
Orphanet 178464 SubClassOf OrphaCode.
Orphanet 178475 is Class.
Orphanet 178475 SubClassOf OrphaCode.
Orphanet 178478 is Class.
Orphanet 178478 SubClassOf OrphaCode.
Orphanet 178481 is Class.
Orphanet 178481 SubClassOf OrphaCode.
Orphanet 178487 is Class.
Orphanet 178487 SubClassOf OrphaCode.
Orphanet 178509 is Class.
Orphanet 178509 SubClassOf OrphaCode.
Orphanet 1786 is Class.
Orphanet 1786 SubClassOf OrphaCode.
Orphanet 1787 is Class.
Orphanet 1787 SubClassOf OrphaCode.
Orphanet 1788 is Class.
Orphanet 1788 SubClassOf OrphaCode.
Orphanet 179 is Class.
Orphanet 179 SubClassOf OrphaCode.
Orphanet 1790 is Class.
Orphanet 1790 SubClassOf OrphaCode.
Orphanet 1791 is Class.
Orphanet 1791 SubClassOf OrphaCode.
Orphanet 1794 is Class.
Orphanet 1794 SubClassOf OrphaCode.
Orphanet 179494 is Class.
Orphanet 179494 SubClassOf OrphaCode.
Orphanet 1797 is Class.
Orphanet 1797 SubClassOf OrphaCode.
Orphanet 1798 is Class.
Orphanet 1798 SubClassOf OrphaCode.
Orphanet 1799 is Class.
Orphanet 1799 SubClassOf OrphaCode.
Orphanet 18 is Class.
Orphanet 18 SubClassOf OrphaCode.
Orphanet 180 is Class.
Orphanet 180 SubClassOf OrphaCode.
Orphanet 1801 is Class.
Orphanet 1801 SubClassOf OrphaCode.
Orphanet 1802 is Class.
Orphanet 1802 SubClassOf OrphaCode.
Orphanet 180229 is Class.
Orphanet 180229 SubClassOf OrphaCode.
Orphanet 1803 is Class.
Orphanet 1803 SubClassOf OrphaCode.
Orphanet 1806 is Class.
Orphanet 1806 SubClassOf OrphaCode.
Orphanet 1807 is Class.
Orphanet 1807 SubClassOf OrphaCode.
Orphanet 1808 is Class.
Orphanet 1808 SubClassOf OrphaCode.
Orphanet 1809 is Class.
Orphanet 1809 SubClassOf OrphaCode.
Orphanet 181 is Class.
Orphanet 181 SubClassOf OrphaCode.
Orphanet 1810 is Class.
Orphanet 1810 SubClassOf OrphaCode.
Orphanet 1811 is Class.
Orphanet 1811 SubClassOf OrphaCode.
Orphanet 1812 is Class.
Orphanet 1812 SubClassOf OrphaCode.
Orphanet 1816 is Class.
Orphanet 1816 SubClassOf OrphaCode.
Orphanet 1818 is Class.
Orphanet 1818 SubClassOf OrphaCode.
Orphanet 182 is Class.
Orphanet 182 SubClassOf OrphaCode.
Orphanet 182050 is Class.
Orphanet 182050 SubClassOf OrphaCode.
Orphanet 1822 is Class.
Orphanet 1822 SubClassOf OrphaCode.
Orphanet 1824 is Class.
Orphanet 1824 SubClassOf OrphaCode.
Orphanet 1825 is Class.
Orphanet 1825 SubClassOf OrphaCode.
Orphanet 1826 is Class.
Orphanet 1826 SubClassOf OrphaCode.
Orphanet 1827 is Class.
Orphanet 1827 SubClassOf OrphaCode.
Orphanet 183 is Class.
Orphanet 183 SubClassOf OrphaCode.
Orphanet 1830 is Class.
Orphanet 1830 SubClassOf OrphaCode.
Orphanet 1832 is Class.
Orphanet 1832 SubClassOf OrphaCode.
Orphanet 1834 is Class.
Orphanet 1834 SubClassOf OrphaCode.
Orphanet 1836 is Class.
Orphanet 1836 SubClassOf OrphaCode.
Orphanet 183675 is Class.
Orphanet 183675 SubClassOf OrphaCode.
Orphanet 1837 is Class.
