R(BFO_0000050,is,ObjectProperty)
R(t,,is,<agi-folder)
R(receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(toll-like_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(tnf_receptor_superfamily/,is,agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(t-cell_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(egf-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(u,,is,<agi-folder)
R(lypd_(urokinase)_receptors,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(t-cell_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(urokinase-lypd_receptor_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R(gpcr_ligands_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R((under_review)_hallmarks_of_cancer_(11),is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(photosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(t-cell_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_adverse_outcome_pathways,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diabetes_mellitus_type_1,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R((under_review)_fibrosis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(protein_modification_site,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(u,,is,<agi-folder)
R((under_review)_hallmarks_of_cancer_(12),is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_epithelial_to_mesenchymal_transition,is,<agi-folder)
R(<agi-pathway,is,Class)
R(celiac_disease,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_inflammation,,is,<agi-folder)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cystic_fibrosis,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,,is,<agi-folder)
R(ovarian_cancer,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(nrg-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(t-cell_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(ager_ligands_expression_biomarkers,,is,<agi-folder)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(ager_ligands_expression_biomarkers,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(adp_ribosyl_cyclase_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(glaucoma,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,,is,<agi-folder)
R(peptide_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diabetic_neuropathy,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(catabolism,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(osteopetrosis,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(ulcerative_colitis,,is,<agi-folder)
R(4,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(plant_lipid_biosynthesis,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_hydration,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegf-kdr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(j,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(corneal_stroma_remodeling,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(peptide_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(metabolic_cycles,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(l,,is,<agi-folder)
R(leptin_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tgfb-receptors_kinases/serine/,is,agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(ager_ligands_expression_biomarkers,,is,<agi-folder)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(chronic_obstructive_pulmonary_disease,,is,<agi-folder)
R(4,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(nrg-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R(psoriasis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(integrin_receptors,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(thrombopoietin_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(p,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegf-kdr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(areg-ehfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hgf-met_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(peptide_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(igf-igfr1_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(u,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(notch_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interferons_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(metabolic_cycles,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(panic_disorder,is,<agi-folder)
R(<agi-pathway,is,Class)
R(gram-negative,,is,<agi-folder)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R((under_review)_huntington_disease,_version_2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(animal,,is,<agi-folder)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anabolism,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(catabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(beta-arrestin-mediated_receptors_signaling,,is,<agi-folder)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,,is,<agi-folder)
R(stress_response,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(chronic_obstructive_pulmonary_disease,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(toll-like_receptors_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(glomerulonephritis,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R(receptor_tyrosine_kinases_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(lignin_and_lignan_biosynthesis,,is,<agi-folder)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_insulin_resistance,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(detoxification,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukins_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(g,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(metabolic_cycles,,is,<agi-folder)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(corneal_inflammation,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tnf_receptor_superfamily/,is,agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_huntington_disease,_version_2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_huntington_disease,_version_2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(protein_modification_site,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R((under_review)_hallmarks_of_cancer_(12),is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R(nrg-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hpv_infection_and_cancer,is,<agi-folder)
R(<agi-pathway,is,Class)
R(anemia,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,,is,<agi-folder)
R(secondary_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_hydration,,is,<agi-folder)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,,is,<agi-folder)
R(rett_syndrome,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(hemicellulose_biosythesis,,is,<agi-folder)
R(x,is,<agi-folder)
R(<agi-pathway,is,Class)
R(non-alcoholic_fatty_liver_disease,,is,<agi-folder)
R(nonalcoholic_fatty_liver_disease,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(insulin-igfr1/,is,agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(t-cell_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,,is,<agi-folder)
R(areg-ehfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(panic_disorder,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(corneal_stroma_remodeling,,is,<agi-folder)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,,is,<agi-folder)
R(tnf_receptor_superfamily/,is,agi-folder)
R(<agi-pathway,is,Class)
R(r,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,,is,<agi-folder)
R(vegfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hallmarks_of_cancer_(14),is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(chemokine_gpcrs_ligands,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,,is,<agi-folder)
R(receptor_tyrosine_kinases_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(cd_molecules_expression_biomarkers,,is,<agi-folder)
R(g,is,<agi-folder)
R(<agi-pathway,is,Class)
R(hearing_loss,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R(interleukin_receptors/,is,agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(atopic_dermatitis,,is,<agi-folder)
R(1,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(receptor_tyrosine_kinases_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(w,,is,<agi-folder)
R(wnt-frizzled_receptor_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(chemokines_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hbegf-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(h,,is,<agi-folder)
R(hgf-met_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(r,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(j,,is,<agi-folder)
R(plant_hormone_biosynthesis,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,,is,<agi-folder)
R((under_review)_epithelial_to_mesenchymal_transition,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(i,is,<agi-folder)
R(<agi-pathway,is,Class)
R(m,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(amino_acids_metabolism,,is,<agi-folder)
R(l,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd80_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(u,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(diseases_of_the_skin,,is,<agi-folder)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,,is,<agi-folder)
R(btc-egfr_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cd72_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(v,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(fgf_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(lipid_like_gpcrs_ligands,,is,<agi-folder)
R(t,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,is,<agi-folder)
R(<agi-pathway,is,Class)
R(s,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,,is,<agi-folder)
R(pdgfr_family,is,<agi-folder)
R(<agi-pathway,is,Class)
R(b,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(p,,is,<agi-folder)
R(urokinase-lypd_receptor_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(age-related_macular_degeneration,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(c,,is,<agi-folder)
R(cornea_metabolism,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(integrins_receptors_expression_biomarkers,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(e,is,<agi-folder)
R(<agi-pathway,is,Class)
R(n,is,<agi-folder)
R(<agi-pathway,is,Class)
R(d,,is,<agi-folder)
R((under_review)_covid19,is,<agi-folder)
R(<agi-pathway,is,Class)
R(o,is,<agi-folder)
R(<agi-pathway,is,Class)
R(k,is,<agi-folder)
R(<agi-pathway,is,Class)
R(human_papillomavirus_infection,,is,<agi-folder)
R(2,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,,is,<agi-folder)
R(ig-like_domain_containing_(cd_molecules),is,<agi-folder)
R(<agi-pathway,is,Class)
R(a,is,<agi-folder)
R(<agi-pathway,is,Class)
R(f,is,<agi-folder)
R(<agi-pathway,is,Class)
R(bacteria,,is,<agi-folder)
