www.w3.org/2000/01/-schema# is Datatype
Z58_3 DisjointWith Z58_4
Z58_3 DisjointWith Z58_2
Z58_3 DisjointWith Z58_1
Z58_3 DisjointWith Z58_0
Z58_4 is Class
Z58_4 SubClassOf Z58
Z58_4 DisjointWith Z58_9
Z58_4 DisjointWith Z58_8
Z58_4 DisjointWith Z58_6
Z58_4 DisjointWith Z58_5
Z58_4 DisjointWith Z58_3
Z58_4 DisjointWith Z58_2
Z58_4 DisjointWith Z58_1
Z58_4 DisjointWith Z58_0
Z58_5 is Class
Z58_5 SubClassOf Z58
Z58_5 DisjointWith Z58_9
Z58_5 DisjointWith Z58_8
Z58_5 DisjointWith Z58_6
Z58_5 DisjointWith Z58_4
Z58_5 DisjointWith Z58_3
Z58_5 DisjointWith Z58_2
Z58_5 DisjointWith Z58_1
Z58_5 DisjointWith Z58_0
Z58_6 is Class
Z58_6 SubClassOf Z58
Z58_6 DisjointWith Z58_9
Z58_6 DisjointWith Z58_8
Z58_6 DisjointWith Z58_5
Z58_6 DisjointWith Z58_4
Z58_6 DisjointWith Z58_3
Z58_6 DisjointWith Z58_2
Z58_6 DisjointWith Z58_1
Z58_6 DisjointWith Z58_0
Z58_8 is Class
Z58_8 SubClassOf Z58
Z58_8 DisjointWith Z58_9
Z58_8 DisjointWith Z58_6
Z58_8 DisjointWith Z58_5
Z58_8 DisjointWith Z58_4
Z58_8 DisjointWith Z58_3
Z58_8 DisjointWith Z58_2
Z58_8 DisjointWith Z58_1
Z58_8 DisjointWith Z58_0
Z58_9 is Class
Z58_9 SubClassOf Z58
Z58_9 DisjointWith Z58_8
Z58_9 DisjointWith Z58_6
Z58_9 DisjointWith Z58_5
Z58_9 DisjointWith Z58_4
Z58_9 DisjointWith Z58_3
Z58_9 DisjointWith Z58_2
Z58_9 DisjointWith Z58_1
Z58_9 DisjointWith Z58_0
Z59 is Class
Z59_0 is Class
Z59_0 SubClassOf Z59
Z59_0 DisjointWith Z59_9
Z59_0 DisjointWith Z59_8
Z59_0 DisjointWith Z59_7
Z59_0 DisjointWith Z59_6
Z59_0 DisjointWith Z59_5
Z59_0 DisjointWith Z59_4
Z59_0 DisjointWith Z59_3
Z59_0 DisjointWith Z59_2
Z59_0 DisjointWith Z59_1
Z59_1 is Class
Z59_1 SubClassOf Z59
Z59_1 DisjointWith Z59_9
Z59_1 DisjointWith Z59_8
Z59_1 DisjointWith Z59_7
Z59_1 DisjointWith Z59_6
Z59_1 DisjointWith Z59_5
Z59_1 DisjointWith Z59_4
Z59_1 DisjointWith Z59_3
Z59_1 DisjointWith Z59_2
Z59_1 DisjointWith Z59_0
Z59_2 is Class
Z59_2 SubClassOf Z59
Z59_2 DisjointWith Z59_9
Z59_2 DisjointWith Z59_8
Z59_2 DisjointWith Z59_7
Z59_2 DisjointWith Z59_6
Z59_2 DisjointWith Z59_5
Z59_2 DisjointWith Z59_4
Z59_2 DisjointWith Z59_3
Z59_2 DisjointWith Z59_1
Z59_2 DisjointWith Z59_0
Z59_3 is Class
Z59_3 SubClassOf Z59
Z59_3 DisjointWith Z59_9
Z59_3 DisjointWith Z59_8
Z59_3 DisjointWith Z59_7
Z59_3 DisjointWith Z59_6
Z59_3 DisjointWith Z59_5
Z59_3 DisjointWith Z59_4
Z59_3 DisjointWith Z59_2
Z59_3 DisjointWith Z59_1
Z59_3 DisjointWith Z59_0
Z59_4 is Class
Z59_4 SubClassOf Z59
Z59_4 DisjointWith Z59_9
Z59_4 DisjointWith Z59_8
Z59_4 DisjointWith Z59_7
Z59_4 DisjointWith Z59_6
Z59_4 DisjointWith Z59_5
Z59_4 DisjointWith Z59_3
Z59_4 DisjointWith Z59_2
Z59_4 DisjointWith Z59_1
Z59_4 DisjointWith Z59_0
Z59_5 is Class
Z59_5 SubClassOf Z59
Z59_5 DisjointWith Z59_9
Z59_5 DisjointWith Z59_8
Z59_5 DisjointWith Z59_7
Z59_5 DisjointWith Z59_6
Z59_5 DisjointWith Z59_4
Z59_5 DisjointWith Z59_3
Z59_5 DisjointWith Z59_2
Z59_5 DisjointWith Z59_1
Z59_5 DisjointWith Z59_0
Z59_6 is Class
Z59_6 SubClassOf Z59
Z59_6 DisjointWith Z59_9
Z59_6 DisjointWith Z59_8
Z59_6 DisjointWith Z59_7
Z59_6 DisjointWith Z59_5
Z59_6 DisjointWith Z59_4
Z59_6 DisjointWith Z59_3
Z59_6 DisjointWith Z59_2
Z59_6 DisjointWith Z59_1
Z59_6 DisjointWith Z59_0
Z59_7 is Class
Z59_7 SubClassOf Z59
Z59_7 DisjointWith Z59_9
Z59_7 DisjointWith Z59_8
Z59_7 DisjointWith Z59_6
Z59_7 DisjointWith Z59_5
Z59_7 DisjointWith Z59_4
Z59_7 DisjointWith Z59_3
Z59_7 DisjointWith Z59_2
Z59_7 DisjointWith Z59_1
Z59_7 DisjointWith Z59_0
Z59_8 is Class
Z59_8 SubClassOf Z59
Z59_8 DisjointWith Z59_9
Z59_8 DisjointWith Z59_7
Z59_8 DisjointWith Z59_6
Z59_8 DisjointWith Z59_5
Z59_8 DisjointWith Z59_4
Z59_8 DisjointWith Z59_3
Z59_8 DisjointWith Z59_2
Z59_8 DisjointWith Z59_1
Z59_8 DisjointWith Z59_0
Z59_9 is Class
Z59_9 SubClassOf Z59
Z59_9 DisjointWith Z59_8
Z59_9 DisjointWith Z59_7
Z59_9 DisjointWith Z59_6
Z59_9 DisjointWith Z59_5
Z59_9 DisjointWith Z59_4
Z59_9 DisjointWith Z59_3
Z59_9 DisjointWith Z59_2
Z59_9 DisjointWith Z59_1
Z59_9 DisjointWith Z59_0
Z60 is Class
Z60_0 is Class
Z60_0 SubClassOf Z60
Z60_0 DisjointWith Z60_9
Z60_0 DisjointWith Z60_8
Z60_0 DisjointWith Z60_5
Z60_0 DisjointWith Z60_4
Z60_0 DisjointWith Z60_3
Z60_0 DisjointWith Z60_2
Z60_0 DisjointWith Z60_1
Z60_1 is Class
Z60_1 SubClassOf Z60
Z60_1 DisjointWith Z60_9
Z60_1 DisjointWith Z60_8
Z60_1 DisjointWith Z60_5
Z60_1 DisjointWith Z60_4
Z60_1 DisjointWith Z60_3
Z60_1 DisjointWith Z60_2
Z60_1 DisjointWith Z60_0
Z60_2 is Class
Z60_2 SubClassOf Z60
Z60_2 DisjointWith Z60_9
Z60_2 DisjointWith Z60_8
Z60_2 DisjointWith Z60_5
Z60_2 DisjointWith Z60_4
Z60_2 DisjointWith Z60_3
Z60_2 DisjointWith Z60_1
Z60_2 DisjointWith Z60_0
Z60_3 is Class
Z60_3 SubClassOf Z60
Z60_3 DisjointWith Z60_9
Z60_3 DisjointWith Z60_8
Z60_3 DisjointWith Z60_5
Z60_3 DisjointWith Z60_4
Z60_3 DisjointWith Z60_2
Z60_3 DisjointWith Z60_1
Z60_3 DisjointWith Z60_0
Z60_4 is Class
Z60_4 SubClassOf Z60
Z60_4 DisjointWith Z60_9
Z60_4 DisjointWith Z60_8
Z60_4 DisjointWith Z60_5
Z60_4 DisjointWith Z60_3
Z60_4 DisjointWith Z60_2
Z60_4 DisjointWith Z60_1
Z60_4 DisjointWith Z60_0
Z60_5 is Class
Z60_5 SubClassOf Z60
Z60_5 DisjointWith Z60_9
Z60_5 DisjointWith Z60_8
Z60_5 DisjointWith Z60_4
Z60_5 DisjointWith Z60_3
Z60_5 DisjointWith Z60_2
Z60_5 DisjointWith Z60_1
Z60_5 DisjointWith Z60_0
Z60_8 is Class
Z60_8 SubClassOf Z60
Z60_8 DisjointWith Z60_9
Z60_8 DisjointWith Z60_5
Z60_8 DisjointWith Z60_4
Z60_8 DisjointWith Z60_3
Z60_8 DisjointWith Z60_2
Z60_8 DisjointWith Z60_1
Z60_8 DisjointWith Z60_0
Z60_9 is Class
Z60_9 SubClassOf Z60
Z60_9 DisjointWith Z60_8
Z60_9 DisjointWith Z60_5
Z60_9 DisjointWith Z60_4
Z60_9 DisjointWith Z60_3
Z60_9 DisjointWith Z60_2
Z60_9 DisjointWith Z60_1
Z60_9 DisjointWith Z60_0
Z61 is Class
Z61_0 is Class
Z61_0 SubClassOf Z61
Z61_0 DisjointWith Z61_9
Z61_0 DisjointWith Z61_8
Z61_0 DisjointWith Z61_7
Z61_0 DisjointWith Z61_6
Z61_0 DisjointWith Z61_5
Z61_0 DisjointWith Z61_4
Z61_0 DisjointWith Z61_3
Z61_0 DisjointWith Z61_2
Z61_0 DisjointWith Z61_1
Z61_1 is Class
Z61_1 SubClassOf Z61
Z61_1 DisjointWith Z61_9
Z61_1 DisjointWith Z61_8
Z61_1 DisjointWith Z61_7
Z61_1 DisjointWith Z61_6
Z61_1 DisjointWith Z61_5
Z61_1 DisjointWith Z61_4
Z61_1 DisjointWith Z61_3
Z61_1 DisjointWith Z61_2
Z61_1 DisjointWith Z61_0
Z61_2 is Class
Z61_2 SubClassOf Z61
Z61_2 DisjointWith Z61_9
Z61_2 DisjointWith Z61_8
Z61_2 DisjointWith Z61_7
Z61_2 DisjointWith Z61_6
Z61_2 DisjointWith Z61_5
Z61_2 DisjointWith Z61_4
Z61_2 DisjointWith Z61_3
Z61_2 DisjointWith Z61_1
Z61_2 DisjointWith Z61_0
Z61_3 is Class
Z61_3 SubClassOf Z61
Z61_3 DisjointWith Z61_9
Z61_3 DisjointWith Z61_8
Z61_3 DisjointWith Z61_7
Z61_3 DisjointWith Z61_6
Z61_3 DisjointWith Z61_5
Z61_3 DisjointWith Z61_4
Z61_3 DisjointWith Z61_2
Z61_3 DisjointWith Z61_1
Z61_3 DisjointWith Z61_0
Z61_4 is Class
Z61_4 SubClassOf Z61
Z61_4 DisjointWith Z61_9
Z61_4 DisjointWith Z61_8
Z61_4 DisjointWith Z61_7
Z61_4 DisjointWith Z61_6
Z61_4 DisjointWith Z61_5
Z61_4 DisjointWith Z61_3
Z61_4 DisjointWith Z61_2
Z61_4 DisjointWith Z61_1
Z61_4 DisjointWith Z61_0
Z61_5 is Class
Z61_5 SubClassOf Z61
Z61_5 DisjointWith Z61_9
Z61_5 DisjointWith Z61_8
Z61_5 DisjointWith Z61_7
Z61_5 DisjointWith Z61_6
Z61_5 DisjointWith Z61_4
Z61_5 DisjointWith Z61_3
Z61_5 DisjointWith Z61_2
Z61_5 DisjointWith Z61_1
Z61_5 DisjointWith Z61_0
Z61_6 is Class
Z61_6 SubClassOf Z61
Z61_6 DisjointWith Z61_9
Z61_6 DisjointWith Z61_8
Z61_6 DisjointWith Z61_7
Z61_6 DisjointWith Z61_5
Z61_6 DisjointWith Z61_4
Z61_6 DisjointWith Z61_3
Z61_6 DisjointWith Z61_2
Z61_6 DisjointWith Z61_1
Z61_6 DisjointWith Z61_0
Z61_7 is Class
Z61_7 SubClassOf Z61
Z61_7 DisjointWith Z61_9
Z61_7 DisjointWith Z61_8
Z61_7 DisjointWith Z61_6
Z61_7 DisjointWith Z61_5
Z61_7 DisjointWith Z61_4
Z61_7 DisjointWith Z61_3
Z61_7 DisjointWith Z61_2
Z61_7 DisjointWith Z61_1
Z61_7 DisjointWith Z61_0
Z61_8 is Class
Z61_8 SubClassOf Z61
Z61_8 DisjointWith Z61_9
Z61_8 DisjointWith Z61_7
Z61_8 DisjointWith Z61_6
Z61_8 DisjointWith Z61_5
Z61_8 DisjointWith Z61_4
Z61_8 DisjointWith Z61_3
Z61_8 DisjointWith Z61_2
Z61_8 DisjointWith Z61_1
Z61_8 DisjointWith Z61_0
Z61_9 is Class
Z61_9 SubClassOf Z61
Z61_9 DisjointWith Z61_8
Z61_9 DisjointWith Z61_7
Z61_9 DisjointWith Z61_6
Z61_9 DisjointWith Z61_5
Z61_9 DisjointWith Z61_4
Z61_9 DisjointWith Z61_3
Z61_9 DisjointWith Z61_2
Z61_9 DisjointWith Z61_1
Z61_9 DisjointWith Z61_0
Z62 is Class
Z62_0 is Class
Z62_0 SubClassOf Z62
Z62_0 DisjointWith Z62_9
Z62_0 DisjointWith Z62_8
Z62_0 DisjointWith Z62_6
Z62_0 DisjointWith Z62_5
Z62_0 DisjointWith Z62_4
Z62_0 DisjointWith Z62_3
Z62_0 DisjointWith Z62_2
Z62_0 DisjointWith Z62_1
Z62_1 is Class
Z62_1 SubClassOf Z62
Z62_1 DisjointWith Z62_9
Z62_1 DisjointWith Z62_8
Z62_1 DisjointWith Z62_6
Z62_1 DisjointWith Z62_5
Z62_1 DisjointWith Z62_4
Z62_1 DisjointWith Z62_3
Z62_1 DisjointWith Z62_2
Z62_1 DisjointWith Z62_0
Z62_2 is Class
Z62_2 SubClassOf Z62
Z62_2 DisjointWith Z62_9
Z62_2 DisjointWith Z62_8
Z62_2 DisjointWith Z62_6
Z62_2 DisjointWith Z62_5
Z62_2 DisjointWith Z62_4
Z62_2 DisjointWith Z62_3
Z62_2 DisjointWith Z62_1
Z62_2 DisjointWith Z62_0
Z62_3 is Class
Z62_3 SubClassOf Z62
Z62_3 DisjointWith Z62_9
Z62_3 DisjointWith Z62_8
Z62_3 DisjointWith Z62_6
Z62_3 DisjointWith Z62_5
Z62_3 DisjointWith Z62_4
Z62_3 DisjointWith Z62_2
Z62_3 DisjointWith Z62_1
Z62_3 DisjointWith Z62_0
Z62_4 is Class
Z62_4 SubClassOf Z62
Z62_4 DisjointWith Z62_9
Z62_4 DisjointWith Z62_8
Z62_4 DisjointWith Z62_6
Z62_4 DisjointWith Z62_5
Z62_4 DisjointWith Z62_3
Z62_4 DisjointWith Z62_2
Z62_4 DisjointWith Z62_1
Z62_4 DisjointWith Z62_0
Z62_5 is Class
Z62_5 SubClassOf Z62
Z62_5 DisjointWith Z62_9
Z62_5 DisjointWith Z62_8
Z62_5 DisjointWith Z62_6
Z62_5 DisjointWith Z62_4
Z62_5 DisjointWith Z62_3
Z62_5 DisjointWith Z62_2
Z62_5 DisjointWith Z62_1
Z62_5 DisjointWith Z62_0
Z62_6 is Class
Z62_6 SubClassOf Z62
Z62_6 DisjointWith Z62_9
Z62_6 DisjointWith Z62_8
Z62_6 DisjointWith Z62_5
Z62_6 DisjointWith Z62_4
Z62_6 DisjointWith Z62_3
Z62_6 DisjointWith Z62_2
Z62_6 DisjointWith Z62_1
Z62_6 DisjointWith Z62_0
Z62_8 is Class
Z62_8 SubClassOf Z62
Z62_8 DisjointWith Z62_9
Z62_8 DisjointWith Z62_6
Z62_8 DisjointWith Z62_5
Z62_8 DisjointWith Z62_4
Z62_8 DisjointWith Z62_3
Z62_8 DisjointWith Z62_2
Z62_8 DisjointWith Z62_1
Z62_8 DisjointWith Z62_0
Z62_9 is Class
Z62_9 SubClassOf Z62
Z62_9 DisjointWith Z62_8
Z62_9 DisjointWith Z62_6
Z62_9 DisjointWith Z62_5
Z62_9 DisjointWith Z62_4
Z62_9 DisjointWith Z62_3
Z62_9 DisjointWith Z62_2
Z62_9 DisjointWith Z62_1
Z62_9 DisjointWith Z62_0
Z63 is Class
Z63_0 is Class
Z63_0 SubClassOf Z63
Z63_0 DisjointWith Z63_9
Z63_0 DisjointWith Z63_8
Z63_0 DisjointWith Z63_7
Z63_0 DisjointWith Z63_6
Z63_0 DisjointWith Z63_5
Z63_0 DisjointWith Z63_4
Z63_0 DisjointWith Z63_3
Z63_0 DisjointWith Z63_2
Z63_0 DisjointWith Z63_1
Z63_1 is Class
Z63_1 SubClassOf Z63
Z63_1 DisjointWith Z63_9
Z63_1 DisjointWith Z63_8
Z63_1 DisjointWith Z63_7
Z63_1 DisjointWith Z63_6
Z63_1 DisjointWith Z63_5
Z63_1 DisjointWith Z63_4
Z63_1 DisjointWith Z63_3
Z63_1 DisjointWith Z63_2
Z63_1 DisjointWith Z63_0
Z63_2 is Class
Z63_2 SubClassOf Z63
Z63_2 DisjointWith Z63_9
Z63_2 DisjointWith Z63_8
Z63_2 DisjointWith Z63_7
Z63_2 DisjointWith Z63_6
Z63_2 DisjointWith Z63_5
Z63_2 DisjointWith Z63_4
Z63_2 DisjointWith Z63_3
Z63_2 DisjointWith Z63_1
Z63_2 DisjointWith Z63_0
Z63_3 is Class
Z63_3 SubClassOf Z63
Z63_3 DisjointWith Z63_9
Z63_3 DisjointWith Z63_8
Z63_3 DisjointWith Z63_7
Z63_3 DisjointWith Z63_6
Z63_3 DisjointWith Z63_5
Z63_3 DisjointWith Z63_4
Z63_3 DisjointWith Z63_2
Z63_3 DisjointWith Z63_1
Z63_3 DisjointWith Z63_0
Z63_4 is Class
Z63_4 SubClassOf Z63
Z63_4 DisjointWith Z63_9
Z63_4 DisjointWith Z63_8
Z63_4 DisjointWith Z63_7
Z63_4 DisjointWith Z63_6
Z63_4 DisjointWith Z63_5
Z63_4 DisjointWith Z63_3
Z63_4 DisjointWith Z63_2
Z63_4 DisjointWith Z63_1
Z63_4 DisjointWith Z63_0
Z63_5 is Class
Z63_5 SubClassOf Z63
Z63_5 DisjointWith Z63_9
Z63_5 DisjointWith Z63_8
Z63_5 DisjointWith Z63_7
Z63_5 DisjointWith Z63_6
Z63_5 DisjointWith Z63_4
Z63_5 DisjointWith Z63_3
Z63_5 DisjointWith Z63_2
Z63_5 DisjointWith Z63_1
Z63_5 DisjointWith Z63_0
Z63_6 is Class
Z63_6 SubClassOf Z63
Z63_6 DisjointWith Z63_9
Z63_6 DisjointWith Z63_8
Z63_6 DisjointWith Z63_7
Z63_6 DisjointWith Z63_5
Z63_6 DisjointWith Z63_4
Z63_6 DisjointWith Z63_3
Z63_6 DisjointWith Z63_2
Z63_6 DisjointWith Z63_1
Z63_6 DisjointWith Z63_0
Z63_7 is Class
Z63_7 SubClassOf Z63
Z63_7 DisjointWith Z63_9
Z63_7 DisjointWith Z63_8
Z63_7 DisjointWith Z63_6
Z63_7 DisjointWith Z63_5
Z63_7 DisjointWith Z63_4
Z63_7 DisjointWith Z63_3
Z63_7 DisjointWith Z63_2
Z63_7 DisjointWith Z63_1
Z63_7 DisjointWith Z63_0
Z63_8 is Class
Z63_8 SubClassOf Z63
Z63_8 DisjointWith Z63_9
Z63_8 DisjointWith Z63_7
Z63_8 DisjointWith Z63_6
Z63_8 DisjointWith Z63_5
Z63_8 DisjointWith Z63_4
Z63_8 DisjointWith Z63_3
Z63_8 DisjointWith Z63_2
Z63_8 DisjointWith Z63_1
Z63_8 DisjointWith Z63_0
Z63_9 is Class
Z63_9 SubClassOf Z63
Z63_9 DisjointWith Z63_8
Z63_9 DisjointWith Z63_7
Z63_9 DisjointWith Z63_6
Z63_9 DisjointWith Z63_5
Z63_9 DisjointWith Z63_4
Z63_9 DisjointWith Z63_3
Z63_9 DisjointWith Z63_2
Z63_9 DisjointWith Z63_1
Z63_9 DisjointWith Z63_0
Z64 is Class
Z64_0 is Class
Z64_0 SubClassOf Z64
Z64_0 DisjointWith Z64_4
Z64_0 DisjointWith Z64_3
Z64_0 DisjointWith Z64_2
Z64_0 DisjointWith Z64_1
Z64_1 is Class
Z64_1 SubClassOf Z64
Z64_1 DisjointWith Z64_4
Z64_1 DisjointWith Z64_3
Z64_1 DisjointWith Z64_2
Z64_1 DisjointWith Z64_0
Z64_2 is Class
Z64_2 SubClassOf Z64
Z64_2 DisjointWith Z64_4
Z64_2 DisjointWith Z64_3
Z64_2 DisjointWith Z64_1
Z64_2 DisjointWith Z64_0
Z64_3 is Class
Z64_3 SubClassOf Z64
Z64_3 DisjointWith Z64_4
Z64_3 DisjointWith Z64_2
Z64_3 DisjointWith Z64_1
Z64_3 DisjointWith Z64_0
Z64_4 is Class
Z64_4 SubClassOf Z64
Z64_4 DisjointWith Z64_3
Z64_4 DisjointWith Z64_2
Z64_4 DisjointWith Z64_1
Z64_4 DisjointWith Z64_0
Z65 is Class
Z65_0 is Class
Z65_0 SubClassOf Z65
Z65_0 DisjointWith Z65_9
Z65_0 DisjointWith Z65_8
Z65_0 DisjointWith Z65_5
Z65_0 DisjointWith Z65_4
Z65_0 DisjointWith Z65_3
Z65_0 DisjointWith Z65_2
Z65_0 DisjointWith Z65_1
Z65_1 is Class
Z65_1 SubClassOf Z65
Z65_1 DisjointWith Z65_9
Z65_1 DisjointWith Z65_8
Z65_1 DisjointWith Z65_5
Z65_1 DisjointWith Z65_4
Z65_1 DisjointWith Z65_3
Z65_1 DisjointWith Z65_2
Z65_1 DisjointWith Z65_0
Z65_2 is Class
Z65_2 SubClassOf Z65
Z65_2 DisjointWith Z65_9
Z65_2 DisjointWith Z65_8
Z65_2 DisjointWith Z65_5
Z65_2 DisjointWith Z65_4
Z65_2 DisjointWith Z65_3
Z65_2 DisjointWith Z65_1
Z65_2 DisjointWith Z65_0
Z65_3 is Class
Z65_3 SubClassOf Z65
Z65_3 DisjointWith Z65_9
Z65_3 DisjointWith Z65_8
Z65_3 DisjointWith Z65_5
Z65_3 DisjointWith Z65_4
Z65_3 DisjointWith Z65_2
Z65_3 DisjointWith Z65_1
Z65_3 DisjointWith Z65_0
Z65_4 is Class
Z65_4 SubClassOf Z65
Z65_4 DisjointWith Z65_9
Z65_4 DisjointWith Z65_8
Z65_4 DisjointWith Z65_5
Z65_4 DisjointWith Z65_3
Z65_4 DisjointWith Z65_2
Z65_4 DisjointWith Z65_1
Z65_4 DisjointWith Z65_0
Z65_5 is Class
Z65_5 SubClassOf Z65
Z65_5 DisjointWith Z65_9
Z65_5 DisjointWith Z65_8
Z65_5 DisjointWith Z65_4
Z65_5 DisjointWith Z65_3
Z65_5 DisjointWith Z65_2
Z65_5 DisjointWith Z65_1
Z65_5 DisjointWith Z65_0
Z65_8 is Class
Z65_8 SubClassOf Z65
Z65_8 DisjointWith Z65_9
Z65_8 DisjointWith Z65_5
Z65_8 DisjointWith Z65_4
Z65_8 DisjointWith Z65_3
Z65_8 DisjointWith Z65_2
Z65_8 DisjointWith Z65_1
Z65_8 DisjointWith Z65_0
Z65_9 is Class
Z65_9 SubClassOf Z65
Z65_9 DisjointWith Z65_8
Z65_9 DisjointWith Z65_5
Z65_9 DisjointWith Z65_4
Z65_9 DisjointWith Z65_3
Z65_9 DisjointWith Z65_2
Z65_9 DisjointWith Z65_1
Z65_9 DisjointWith Z65_0
Z70 is Class
Z70_0 is Class
Z70_0 SubClassOf Z70
Z70_0 DisjointWith Z70_9
Z70_0 DisjointWith Z70_8
Z70_0 DisjointWith Z70_3
Z70_0 DisjointWith Z70_2
Z70_0 DisjointWith Z70_1
Z70_1 is Class
Z70_1 SubClassOf Z70
Z70_1 DisjointWith Z70_9
Z70_1 DisjointWith Z70_8
Z70_1 DisjointWith Z70_3
Z70_1 DisjointWith Z70_2
Z70_1 DisjointWith Z70_0
Z70_2 is Class
Z70_2 SubClassOf Z70
Z70_2 DisjointWith Z70_9
Z70_2 DisjointWith Z70_8
Z70_2 DisjointWith Z70_3
Z70_2 DisjointWith Z70_1
Z70_2 DisjointWith Z70_0
Z70_3 is Class
Z70_3 SubClassOf Z70
Z70_3 DisjointWith Z70_9
Z70_3 DisjointWith Z70_8
Z70_3 DisjointWith Z70_2
Z70_3 DisjointWith Z70_1
Z70_3 DisjointWith Z70_0
Z70_8 is Class
Z70_8 SubClassOf Z70
Z70_8 DisjointWith Z70_9
Z70_8 DisjointWith Z70_3
Z70_8 DisjointWith Z70_2
Z70_8 DisjointWith Z70_1
Z70_8 DisjointWith Z70_0
Z70_9 is Class
Z70_9 SubClassOf Z70
Z70_9 DisjointWith Z70_8
Z70_9 DisjointWith Z70_3
Z70_9 DisjointWith Z70_2
Z70_9 DisjointWith Z70_1
Z70_9 DisjointWith Z70_0
Z70_Z76 is Class
Z70_Z76 SubClassOf Z00_Z99
Z71 is Class
Z71_0 is Class
Z71_0 SubClassOf Z71
Z71_0 DisjointWith Z71_9
Z71_0 DisjointWith Z71_8
Z71_0 DisjointWith Z71_7
Z71_0 DisjointWith Z71_6
Z71_0 DisjointWith Z71_5
Z71_0 DisjointWith Z71_4
Z71_0 DisjointWith Z71_3
Z71_0 DisjointWith Z71_2
Z71_0 DisjointWith Z71_1
Z71_1 is Class
Z71_1 SubClassOf Z71
Z71_1 DisjointWith Z71_9
Z71_1 DisjointWith Z71_8
Z71_1 DisjointWith Z71_7
Z71_1 DisjointWith Z71_6
Z71_1 DisjointWith Z71_5
Z71_1 DisjointWith Z71_4
Z71_1 DisjointWith Z71_3
Z71_1 DisjointWith Z71_2
Z71_1 DisjointWith Z71_0
Z71_2 is Class
Z71_2 SubClassOf Z71
Z71_2 DisjointWith Z71_9
Z71_2 DisjointWith Z71_8
Z71_2 DisjointWith Z71_7
Z71_2 DisjointWith Z71_6
Z71_2 DisjointWith Z71_5
Z71_2 DisjointWith Z71_4
Z71_2 DisjointWith Z71_3
Z71_2 DisjointWith Z71_1
Z71_2 DisjointWith Z71_0
Z71_3 is Class
Z71_3 SubClassOf Z71
Z71_3 DisjointWith Z71_9
Z71_3 DisjointWith Z71_8
Z71_3 DisjointWith Z71_7
Z71_3 DisjointWith Z71_6
Z71_3 DisjointWith Z71_5
Z71_3 DisjointWith Z71_4
Z71_3 DisjointWith Z71_2
Z71_3 DisjointWith Z71_1
Z71_3 DisjointWith Z71_0
Z71_4 is Class
Z71_4 SubClassOf Z71
Z71_4 DisjointWith Z71_9
Z71_4 DisjointWith Z71_8
Z71_4 DisjointWith Z71_7
Z71_4 DisjointWith Z71_6
Z71_4 DisjointWith Z71_5
Z71_4 DisjointWith Z71_3
Z71_4 DisjointWith Z71_2
Z71_4 DisjointWith Z71_1
Z71_4 DisjointWith Z71_0
Z71_5 is Class
Z71_5 SubClassOf Z71
Z71_5 DisjointWith Z71_9
Z71_5 DisjointWith Z71_8
Z71_5 DisjointWith Z71_7
Z71_5 DisjointWith Z71_6
Z71_5 DisjointWith Z71_4
Z71_5 DisjointWith Z71_3
Z71_5 DisjointWith Z71_2
Z71_5 DisjointWith Z71_1
Z71_5 DisjointWith Z71_0
Z71_6 is Class
Z71_6 SubClassOf Z71
Z71_6 DisjointWith Z71_9
Z71_6 DisjointWith Z71_8
Z71_6 DisjointWith Z71_7
Z71_6 DisjointWith Z71_5
Z71_6 DisjointWith Z71_4
Z71_6 DisjointWith Z71_3
Z71_6 DisjointWith Z71_2
Z71_6 DisjointWith Z71_1
Z71_6 DisjointWith Z71_0
Z71_7 is Class
Z71_7 SubClassOf Z71
Z71_7 DisjointWith Z71_9
Z71_7 DisjointWith Z71_8
Z71_7 DisjointWith Z71_6
Z71_7 DisjointWith Z71_5
Z71_7 DisjointWith Z71_4
Z71_7 DisjointWith Z71_3
Z71_7 DisjointWith Z71_2
Z71_7 DisjointWith Z71_1
Z71_7 DisjointWith Z71_0
Z71_8 is Class
Z71_8 SubClassOf Z71
Z71_8 DisjointWith Z71_9
Z71_8 DisjointWith Z71_7
Z71_8 DisjointWith Z71_6
Z71_8 DisjointWith Z71_5
Z71_8 DisjointWith Z71_4
Z71_8 DisjointWith Z71_3
Z71_8 DisjointWith Z71_2
Z71_8 DisjointWith Z71_1
Z71_8 DisjointWith Z71_0
Z71_9 is Class
Z71_9 SubClassOf Z71
Z71_9 DisjointWith Z71_8
Z71_9 DisjointWith Z71_7
Z71_9 DisjointWith Z71_6
Z71_9 DisjointWith Z71_5
Z71_9 DisjointWith Z71_4
Z71_9 DisjointWith Z71_3
Z71_9 DisjointWith Z71_2
Z71_9 DisjointWith Z71_1
Z71_9 DisjointWith Z71_0
Z72 is Class
Z72_0 is Class
Z72_0 SubClassOf Z72
Z72_0 DisjointWith Z72_9
Z72_0 DisjointWith Z72_8
Z72_0 DisjointWith Z72_6
Z72_0 DisjointWith Z72_5
Z72_0 DisjointWith Z72_4
Z72_0 DisjointWith Z72_3
Z72_0 DisjointWith Z72_2
Z72_0 DisjointWith Z72_1
Z72_1 is Class
Z72_1 SubClassOf Z72
Z72_1 DisjointWith Z72_9
Z72_1 DisjointWith Z72_8
Z72_1 DisjointWith Z72_6
Z72_1 DisjointWith Z72_5
